검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 중식,왕스덕,중식,3.1,19,183,경기 성남시 분당구 대왕판교로645번길 36 지하1층,삼평동 632,월~금 11:00 ~ 22:00,0316068517,https://place.map.kakao.com/1379913602
판교 중식,공화춘 현대백화점판교점,중국요리,3.2,36,134,경기 성남시 분당구 판교역로146번길 20 5층,백현동 541,매일 15:00 ~ 17:00,03151701580,https://place.map.kakao.com/1042906994
판교 중식,차엔,중국요리,3.6,21,31,경기 성남시 분당구 판교역로 235 H스퀘어 N동 1층,삼평동 681,월~금 11:00 ~ 21:00,0316967667,https://place.map.kakao.com/1697762645
판교 중식,하이보,중국요리,3.5,25,162,경기 성남시 분당구 판교역로192번길 14-1 2층,삼평동 661,매일 11:00 ~ 22:00,03180178615,https://place.map.kakao.com/1525809749
판교 중식,덕후선생 판교아비뉴프랑,중식,4.2,44,72,"경기 성남시 분당구 동판교로177번길 25 판교호밋써밋플레이스 2층 233-2,234,235호",삼평동 740,월~금 14:30 ~ 17:00,0316055252,https://place.map.kakao.com/2014757994
판교 중식,js가든 판교점,중국요리,4.2,56,11,경기 성남시 분당구 판교역로146번길 20 9층,백현동 541,매일 15:00 ~ 17:00,03151701957,https://place.map.kakao.com/1607284381
판교 중식,팔복판교,중식,4.0,8,318,경기 성남시 분당구 판교역로241번길 22 판교엠타워 1층,삼평동 684,매일 15:00 ~ 17:00,,https://place.map.kakao.com/409216346
판교 중식,이가네양꼬치 유스페이스점,양꼬치,4.2,35,42,경기 성남시 분당구 대왕판교로 660 2층 212호,삼평동 670,매일 14:00 ~ 02:00,0317242688,https://place.map.kakao.com/23406419
판교 중식,미성양꼬치 판교점,양꼬치,3.7,20,111,경기 성남시 분당구 판교역로192번길 22 판교효성해링턴타워 1층 107호,삼평동 659,매일 12:00 ~ 24:00,0317085888,https://place.map.kakao.com/1247388297
판교 중식,양우양꼬치,양꼬치,4.4,7,19,"경기 성남시 분당구 대왕판교로 660 유스페이스1 1층 144호, 152~154호",삼평동 670,월~금 14:00 ~ 24:00,0317242500,https://place.map.kakao.com/1558303885
판교 중식,하파 판교점,중국요리,3.6,29,21,"경기 성남시 분당구 판교역로 145 알파리움2단지 2층 204,205호",백현동 530,매일 14:40 ~ 17:00,0317051117,https://place.map.kakao.com/818491778
판교 중식,진궁 운중점,중국요리,3.3,28,10,경기 성남시 분당구 운중로125번길 3-5 1층,운중동 978-2,매일 10:30 ~ 21:00,03180168181,https://place.map.kakao.com/14705133
판교 중식,페이딤 판교점,중식,3.4,25,191,경기 성남시 분당구 판교역로 152 알파돔타워 2층 9호,백현동 537,매일 15:00 ~ 17:00,01081928528,https://place.map.kakao.com/1158472577
판교 중식,칭따오,중국요리,3.4,11,253,경기 성남시 분당구 판교로255번길 9-22 우림W시티 지하1층 105호,삼평동 618,월~금 11:00 ~ 20:30,0316287750,https://place.map.kakao.com/21296420
판교 중식,찬,중식,4.7,6,35,경기 성남시 분당구 대왕판교로 660 유스페이스1 B동 157~158호,삼평동 670,월~금 15:00 ~ 17:00,0316982551,https://place.map.kakao.com/1293937684
판교 중식,동사부마라탕,중국요리,4.5,42,34,경기 성남시 분당구 판교역로192번길 14-2 골드타워 2층 211호,삼평동 660,월~금 10:30 ~ 22:00,03180165506,https://place.map.kakao.com/268534133
판교 중식,최고야전국5대짬뽕 판교4호점,중국요리,1.9,11,5,경기 성남시 분당구 판교로227번길 6,삼평동 617,월~금 11:00 ~ 21:30,,https://place.map.kakao.com/27352859
판교 중식,왕징양다리양꼬치 판교직영점,양꼬치,4.7,3,86,경기 성남시 분당구 대왕판교로606번길 10 알파리움1단지 타워1동 2층 205~206호,백현동 531,월~금 11:00 ~ 23:00,0317055688,https://place.map.kakao.com/1537703881
판교 중식,골드피쉬 얌차하우스,중식,3.4,24,331,경기 성남시 분당구 동판교로177번길 25 아브뉴프랑 1층 112호,삼평동 740,매일 15:00 ~ 17:30,01053935266,https://place.map.kakao.com/1135675191
판교 중식,홍짜장 서판교역점,중국요리,2.6,11,8,경기 성남시 분당구 운중로 135 더원스퀘어 105호,운중동 965,"월,화,수,목,금,일 11:00 ~ 20:00",0317032200,https://place.map.kakao.com/533344061
판교 중식,차이펑,중식,5.0,2,28,경기 성남시 분당구 판교로319번길 13,삼평동 691,매일 15:00 ~ 17:00,0215770000,https://place.map.kakao.com/2132462022
판교 중식,고수양꼬치,양꼬치,3.7,7,81,경기 성남시 분당구 판교역로 145,백현동 530,매일 11:00 ~ 23:00,0317074111,https://place.map.kakao.com/1169427267
판교 중식,쌍팔반점 동판교점,중국요리,4.4,9,70,경기 성남시 분당구 대왕판교로606번길 58 1층 103호,삼평동 741,월~토 10:30 ~ 22:00,0317088189,https://place.map.kakao.com/638328223
판교 중식,일미양꼬치 판교역점,양꼬치,4.3,4,14,경기 성남시 분당구 대왕판교로606번길 31 1층 115~117호,삼평동 647,매일 11:00 ~ 02:00,0317118188,https://place.map.kakao.com/1414746857
판교 중식,다원,중국요리,4.3,12,3,경기 성남시 분당구 판교로 393 봇들마을2단지EG더원아파트 상가 1동 1층 B117호,삼평동 717,매일 10:00 ~ 20:30,0317060774,https://place.map.kakao.com/422646902
판교 중식,오한수우육면가 판교점,중식,4.1,16,76,경기 성남시 분당구 판교역로 231 에이치스퀘어 S동 지하1층,삼평동 680,월~금 15:30 ~ 16:30,0317893505,https://place.map.kakao.com/827352318
판교 중식,양하오양꼬치,양꼬치,3.4,19,10,경기 성남시 분당구 판교공원로2길 52 1층,판교동 601-9,월~토 11:00 ~ 23:00,03180163339,https://place.map.kakao.com/1980534954
판교 중식,보배반점 판교점,중국요리,2.3,13,29,경기 성남시 분당구 판교역로 240 삼환하이펙스 A동 1층 128호,삼평동 678,매일 11:00 ~ 22:00,0316970616,https://place.map.kakao.com/508479233
판교 중식,락앤웍 테크노밸리점,중식,2.6,36,13,경기 성남시 분당구 판교역로 231 H스퀘어 S동 지하1층,삼평동 680,월~금 14:30 ~ 17:00,03180184444,https://place.map.kakao.com/26612434
판교 중식,라홍방마라탕 서판교운중점,중국요리,5.0,4,45,경기 성남시 분당구 운중로 124 204호,운중동 945,매일 11:00 ~ 22:00,0317037779,https://place.map.kakao.com/1747027245
판교 중식,미메이라,중식,3.1,12,14,경기 성남시 분당구 대왕판교로 660 유스페이스1 지하1층 120호,삼평동 670,,,https://place.map.kakao.com/69446673
판교 중식,마라장룡 삼평점,중국요리,4.4,12,13,경기 성남시 분당구 삼평동 718 봇들마을4단지아파트 2층 202호,,매일 11:30 ~ 22:30 · 휴게시간 매일 14:30 ~ 15:30,0317078910,https://place.map.kakao.com/780860858
판교 중식,마라장룡 마라샹궈마라탕,중식,3.8,8,7,경기 성남시 분당구 운중로125번길 4-9,운중동 976-2,매일 11:00 ~ 23:30,,https://place.map.kakao.com/891557549
판교 중식,마부마라탕 판교점,중식,2.8,6,0,경기 성남시 분당구 대왕판교로 670 유스페이스2 2층 214호,삼평동 682,월~토 10:30 ~ 23:00,0317398988,https://place.map.kakao.com/2098990888
판교 중식,호우섬 현대백화점 판교점,중식,2.8,50,440,경기 성남시 분당구 판교역로146번길 20 9층,백현동 541,매일 10:30 ~ 22:00,03151701963,https://place.map.kakao.com/1833718585
판교 중식,중경별곡,중국요리,2.0,4,1,경기 성남시 분당구 대왕판교로 670 유스페이스 2층 222호,삼평동 682,,0317398988,https://place.map.kakao.com/2141524305
판교 중식,신라마라탕,중국요리,3.7,7,8,경기 성남시 분당구 판교역로 231 H스퀘어 S동 지하1층,삼평동 680,매일 10:00 ~ 21:00,0317893688,https://place.map.kakao.com/2106011376
판교 중식,제프리웍,중식,,(30),12,경기 성남시 분당구 판교역로 231 에이치스퀘어 에스동 1층 125호,삼평동 680,매일 11:00 ~ 21:00,,https://place.map.kakao.com/1872707511
판교 중식,마라장룡 운중점,중식,0.0,0,3,경기 성남시 분당구 운중로125번길 4-9,운중동 976-2,매일 11:00 ~ 23:30,050720869742,https://place.map.kakao.com/378486385
판교 중식,리치앤,중식,4.0,3,20,경기 성남시 분당구 판교역로 231 H스퀘어 S동 1층 122호,삼평동 680,월~금 15:00 ~ 17:00,,https://place.map.kakao.com/703811005
판교 중식,딩딤1968 현대백화점판교점,중국요리,3.0,7,42,경기 성남시 분당구 판교역로146번길 20 지하1층,백현동 541,월~목 10:30 ~ 20:00,03151702027,https://place.map.kakao.com/1381404302
판교 중식,왕푸징마라탕 현대백화점 판교점,중국요리,3.2,22,10,경기 성남시 분당구 판교역로146번길 20 현대백화점 판교점 지하1층,백현동 541,월~금 10:30 ~ 20:00,03151701000,https://place.map.kakao.com/1986074807
판교 중식,중경별곡마라탕상궈,중식,2.5,2,11,경기 성남시 분당구 대왕판교로 670,삼평동 682,,0317398988,https://place.map.kakao.com/1758905863
판교 중식,진차이객잔,중국요리,2.4,10,1,경기 성남시 분당구 대왕판교로 660 유스페이스몰1 지하1층 B128-4호,삼평동 670,"월,화,목 10:30 ~ 20:30",0316281960,https://place.map.kakao.com/1096949102
판교 중식,마라환 판교점,중식,0.0,0,0,경기 성남시 분당구 판교공원로3길 9,판교동 615-5,매일 11:00 ~ 22:00,05078977718,https://place.map.kakao.com/543226374
판교 중식,마라장룡 마라상궈마라탕,중국요리,0.0,0,1,경기 성남시 분당구 대왕판교로 660,삼평동 670,,,https://place.map.kakao.com/1307859821
판교 중식,메이루,중국요리,1.0,1,0,경기 성남시 분당구 판교역로146번길 20 현대백화점 판교복합몰 지하1층,백현동 541,,,https://place.map.kakao.com/1066562604
판교 중식,비스트로청,중국요리,0.0,0,0,경기 성남시 분당구 대왕판교로 670 유스페이스 2201호,삼평동 682,,,https://place.map.kakao.com/18420238
