검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 오마카세,하루초밥 이매점,"초밥,롤",4.9,7,1,경기 성남시 분당구 판교로 442 우일프라자 1층 102호,이매동 131-6,매일 14:30 ~ 17:00,07076723222,https://place.map.kakao.com/1489136859
판교 오마카세,유쉐프의도시어부,회,3.2,13,32,경기 성남시 분당구 정자일로 192 지파크프라자 1층 103호,정자동 23-1,영업시간 월~토 17:00 ~ 01:00,0317171678,https://place.map.kakao.com/692907880
판교 오마카세,서현초밥,"초밥,롤",4.3,23,18,경기 성남시 분당구 서현로 192 야베스밸리 1층 102호,서현동 251-1,월~토 10:00 ~ 22:00 · 휴게시간 월~토 15:30 ~ 16:30,,https://place.map.kakao.com/1130696700
판교 오마카세,오도루네코,"초밥,롤",5.0,8,14,경기 성남시 분당구 내정로173번길 49 궁전프라자3 1층 128호,수내동 33-2,화~일 11:30 ~ 20:00,07077692074,https://place.map.kakao.com/1685499380
판교 오마카세,금호생선초밥,"초밥,롤",2.5,4,5,경기 성남시 분당구 내정로165번길 38 금호행복시장 2층,수내동 32,매일 09:30 ~ 21:00,0317118093,https://place.map.kakao.com/1575159602
판교 오마카세,슌,일본식주점,3.7,15,148,"경기 성남시 분당구 장미로 42 야탑리더스 124,125호",야탑동 342-1,월~토 16:00 ~ 02:00,0317095795,https://place.map.kakao.com/12097441
판교 오마카세,스시하루쿠,"초밥,롤",5.0,11,52,경기 성남시 분당구 판교대장로7길 5-19 1층 102호,대장동 599-5,매일 15:00 ~ 18:00,0317133562,https://place.map.kakao.com/643707966
판교 오마카세,스시소라 정자점,"초밥,롤",4.3,44,381,경기 성남시 분당구 성남대로331번길 13 3층,정자동 159-1,월~금 12:00 ~ 21:50,0317172700,https://place.map.kakao.com/103353020
판교 오마카세,사카나야,일식,4.2,26,85,경기 성남시 분당구 쇳골로17번길 19 1층,금곡동 47-3,월~토 15:00 ~ 17:00,0317020300,https://place.map.kakao.com/1056467955
판교 오마카세,부성초밥 야탑본점,"초밥,롤",,(30),29,경기 성남시 분당구 성남대로925번길 11 1층,야탑동 352-4,매일 11:00 ~ 21:30,0317033999,https://place.map.kakao.com/340955311
판교 오마카세,오마카세의,일식,3.0,1,31,경기 성남시 분당구 정자일로 135,정자동 162-2,월~토 15:00 ~ 17:00,,https://place.map.kakao.com/171524830
판교 오마카세,스시야,"초밥,롤",3.6,36,225,경기 성남시 분당구 정자일로 146 엠코헤리츠 1단지 101동 203호,정자동 165-1,월~토 12:00 ~ 22:00,0317176689,https://place.map.kakao.com/1007010121
판교 오마카세,쿠모야,"초밥,롤",4.4,9,25,경기 성남시 분당구 성남대로925번길 16 201동 상가 203~207호,야탑동 341,매일 11:00 ~ 21:00,0317022270,https://place.map.kakao.com/1697903709
판교 오마카세,스시윤,"초밥,롤",4.8,12,65,경기 성남시 분당구 성남대로926번길 6 야탑대덕프라자 310호,야탑동 361-5,영업시간 월~토 18:00 ~ 22:00,07048334506,https://place.map.kakao.com/782887644
판교 오마카세,만리어 장어 판교유스페이스점,장어,3.5,2,25,경기 성남시 분당구 대왕판교로 660 유스페이스몰1 지하1층 A동 113호,삼평동 670,월~금 11:30 ~ 22:00 · 휴게시간 월~금 14:30 ~ 16:30,01026697017,https://place.map.kakao.com/929470478
판교 오마카세,수요리식당,일식,5.0,2,3,경기 성남시 분당구 판교역로 230 B동 지하1층 b126호,삼평동 679,,0316978996,https://place.map.kakao.com/77745933
