검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 일식집,야끼니꾸 쿄우,일식,4.5,4,53,경기 성남시 분당구 판교역로 138 힐스테이트 주차타워 201동 1층 105호,백현동 539-1,영업시간 월~토 17:00 ~ 24:00,,https://place.map.kakao.com/261668135
판교 일식집,카소 미야 서판교점,일식,4.0,2,39,경기 성남시 분당구 판교공원로3길 2 1층 101호,판교동 613-4,매일 15:00 ~ 17:00,0317077545,https://place.map.kakao.com/237972805
판교 일식집,백소정 판교점,일식,1.0,2,16,경기 성남시 분당구 판교역로 240 110호,삼평동 678,매일 15:00 ~ 17:00,,https://place.map.kakao.com/1794036396
판교 일식집,효 판교점,일식,2.8,18,29,경기 성남시 분당구 판교역로146번길 20 현대백화점 판교점 9층,백현동 541,매일 15:00 ~ 17:00,03151701970,https://place.map.kakao.com/2044094287
판교 일식집,스시가오,"초밥,롤",3.6,41,23,경기 성남시 분당구 대왕판교로 660 유스페이스1 A동 지하1층 121호,삼평동 670,월~금 11:30 ~ 22:00,0317242822,https://place.map.kakao.com/27320317
판교 일식집,소코아 판교점,"돈까스,우동",4.2,31,367,경기 성남시 분당구 대왕판교로606번길 58 판교푸르지오월드마크아파트 상가동 1층 65호,삼평동 741,매일 15:00 ~ 17:00,050714797752,https://place.map.kakao.com/1543752185
판교 일식집,배키욘방 판교직영점,일식,,(30),889,경기 성남시 분당구 대왕판교로606번길 10 119~121호,백현동 531,매일 15:00 ~ 17:00,,https://place.map.kakao.com/1247078392
판교 일식집,모로모로,일식,4.7,20,7,경기 성남시 분당구 운중로 129,운중동 963,매일 10:00 ~ 24:00,03180171267,https://place.map.kakao.com/27302924
판교 일식집,연어로만 운중동점,일식,4.1,7,9,경기 성남시 분당구 운중로 128 1층,운중동 944,월~토 15:00 ~ 16:30,,https://place.map.kakao.com/1692341271
판교 일식집,예술작품을 빚다 비즐,일식,4.0,4,125,경기 성남시 분당구 판교역로 231 에이치스퀘어 S동 1층 126호,삼평동 680,월~금 11:00 ~ 21:00,0317893530,https://place.map.kakao.com/586691934
판교 일식집,아세야마 판교우림W점,"돈까스,우동",3.4,8,16,경기 성남시 분당구 판교로255번길 9-22 2층 209호,삼평동 618,월~금 11:30 ~ 21:30,0316288123,https://place.map.kakao.com/1590547580
판교 일식집,하즈벤 판교점,"돈까스,우동",4.5,4,5,경기 성남시 분당구 판교역로 136 힐스테이트판교역 판매시설 1층 1002호,백현동 540,매일 10:30 ~ 19:50,07077669397,https://place.map.kakao.com/640574790
판교 일식집,역전우동0410 판교역점,"돈까스,우동",4.3,19,20,경기 성남시 분당구 대왕판교로606번길 31 102호,삼평동 647,월~금 10:30 ~ 21:00,0317816999,https://place.map.kakao.com/1796153998
판교 일식집,빅피쉬,일식,4.5,6,17,경기 성남시 분당구 대왕판교로 660 유스페이스 1동 1층 145호,삼평동 670,영업시간 월~목 16:00 ~ 01:00,050713288917,https://place.map.kakao.com/654370561
판교 일식집,스시집막내아들,일식,3.1,17,27,경기 성남시 분당구 판교역로 136 힐스테이트 상가 7-1블럭 1층 1037호,백현동 540,매일 15:00 ~ 17:00,03180239877,https://place.map.kakao.com/1367154293
판교 일식집,하나시,일식,4.5,12,13,"경기 성남시 분당구 동판교로52번길 21-2 1층 101,102호",백현동 589-1,영업시간 매일 16:00 ~ 01:00,0317178233,https://place.map.kakao.com/840909739
판교 일식집,츠키야,일식,5.0,5,45,경기 성남시 분당구 분당내곡로 151 삼도타워 1층 111호,삼평동 656,월~금 14:00 ~ 17:00,0317080827,https://place.map.kakao.com/1714575207
판교 일식집,카도,일식,4.3,10,84,경기 성남시 분당구 판교역로 184 1층 103호,삼평동 643,영업시간 월~토 17:30 ~ 24:00,07042430707,https://place.map.kakao.com/940853128
판교 일식집,포크포크 매콤돈가스&칡불냉면 판교점,"돈까스,우동",2.8,12,12,경기 성남시 분당구 대왕판교로 670 유스페이스2 지하1층 104호,삼평동 682,월~금 10:00 ~ 21:30,0316286629,https://place.map.kakao.com/1292273001
판교 일식집,이즈미 현대백화점판교점,"초밥,롤",3.5,8,22,경기 성남시 분당구 판교역로146번길 20 현대백화점 9층,백현동 541,매일 14:50 ~ 16:30,03151701980,https://place.map.kakao.com/1837682575
판교 일식집,교소바,일식,3.2,11,25,경기 성남시 분당구 대왕판교로645번길 36 NS홈쇼핑 별관 지하1층,삼평동 632,월~금 11:00 ~ 22:00,0316068521,https://place.map.kakao.com/1531787752
판교 일식집,카츠쇼신,"돈까스,우동",4.2,19,425,경기 성남시 분당구 동판교로177번길 25 아브뉴프랑 판교 2층 204호,삼평동 740,매일 15:00 ~ 17:00,,https://place.map.kakao.com/2087541626
판교 일식집,스시히로,"초밥,롤",4.0,4,27,경기 성남시 분당구 대왕판교로 660 유스페이스1 지하1층 109호,삼평동 670,월~토 14:30 ~ 16:00,,https://place.map.kakao.com/965284303
판교 일식집,하츠,일식,3.8,14,30,경기 성남시 분당구 대왕판교로606번길 10 알파리움 라스트리트 상가동 1층 111호,백현동 531,월~금 15:00 ~ 17:00,03180397776,https://place.map.kakao.com/1336386256
판교 일식집,고쿠텐 판교점,일식,,(30),61,"경기 성남시 분당구 판교역로 231 H스퀘어 S동 B104,B105호",삼평동 680,월~금 14:00 ~ 17:00,03180395747,https://place.map.kakao.com/560885769
판교 일식집,진가와 현대백화점 판교점,일식,2.6,8,51,경기 성남시 분당구 판교역로146번길 20,백현동 541,월~금 10:30 ~ 20:00,03151701011,https://place.map.kakao.com/1107527621
판교 일식집,스시나나,일식집,4.6,5,73,경기 성남시 분당구 판교공원로1길 61,판교동 602-5,화~일 14:50 ~ 17:30,0317071626,https://place.map.kakao.com/339284261
판교 일식집,정돈 현대백화점판교점,"돈까스,우동",4.1,81,556,경기 성남시 분당구 판교역로146번길 20 9층,백현동 541,매일 10:30 ~ 22:00,03151702896,https://place.map.kakao.com/1124289143
판교 일식집,하코야 판교아브뉴프랑점,일본식라면,2.7,19,45,경기 성남시 분당구 동판교로177번길 25 아브뉴프랑 2층 222호,삼평동 740,매일 11:00 ~ 21:00,,https://place.map.kakao.com/19499111
판교 일식집,미도인 판교테크원,일식,3.3,56,"1,334",경기 성남시 분당구 분당내곡로 131 판교테크원 지하1층 31호,백현동 534,매일 11:00 ~ 21:00,0316017407,https://place.map.kakao.com/1453710080
판교 일식집,마츠노하나 현대백화점판교점,일식집,3.8,26,406,경기 성남시 분당구 판교역로146번길 20 지하1층,백현동 541,매일 10:30 ~ 20:30,03151702032,https://place.map.kakao.com/988572771
판교 일식집,쿄다이라멘,일본식라면,3.7,26,142,경기 성남시 분당구 판교공원로5길 1,판교동 619-15,월~토 11:00 ~ 21:00,0316071396,https://place.map.kakao.com/1999209013
판교 일식집,고다이주방 판교본점,"돈까스,우동",5.0,2,7,경기 성남시 분당구 판교역로 240 삼환하이펙스 A동 B102호,삼평동 678,"월,화,수,목,금,일 15:00 ~ 17:00",0316984945,https://place.map.kakao.com/1017611580
판교 일식집,정직유부 판교점,"초밥,롤",5.0,1,1,경기 성남시 분당구 대왕판교로606번길 31 1층 123호,삼평동 647,매일 10:30 ~ 21:00,0317057911,https://place.map.kakao.com/1200879024
판교 일식집,코이라멘 판교점,일본식라면,3.0,8,12,경기 성남시 분당구 판교역로 230 삼환하이펙스 B동 지하층 B113호,삼평동 679,월~토 11:00 ~ 20:00,0316982979,https://place.map.kakao.com/33169756
판교 일식집,이황식당,일본식라면,3.9,36,75,경기 성남시 분당구 판교역로 230 삼환하이펙스 B동 1층 104호,삼평동 679,월~금 15:00 ~ 17:00,,https://place.map.kakao.com/1341830536
판교 일식집,미스터빠삭 서판교점,"돈까스,우동",3.1,13,19,"경기 성남시 분당구 운중로 140 101,102호",운중동 941,매일 10:50 ~ 22:00,0317071123,https://place.map.kakao.com/1339807067
판교 일식집,우쿠야 유스페이스점,"돈까스,우동",3.3,4,6,경기 성남시 분당구 대왕판교로 660,삼평동 670,월~금 11:00 ~ 20:00,0316281966,https://place.map.kakao.com/19154474
판교 일식집,아이가사,일식,4.7,7,24,경기 성남시 분당구 판교역로192번길 22 판교효성해링턴타워 1층 118호,삼평동 659,월~금 14:00 ~ 17:00,07088771194,https://place.map.kakao.com/1276747932
판교 일식집,면학,일본식라면,4.4,14,145,경기 성남시 분당구 대왕판교로 670 유스페이스2 A동 1층 103호,삼평동 682,월~금 15:00 ~ 17:00,,https://place.map.kakao.com/1268939699
판교 일식집,오이소,일식,0.0,0,23,"경기 성남시 분당구 판교역로 230 지하1층 B102, B102-1호",삼평동 679,월~금 10:00 ~ 23:00,,https://place.map.kakao.com/76297232
판교 일식집,본가스시 현대백화점 판교점,일식,2.0,11,49,경기 성남시 분당구 판교역로146번길 20 지하1층,백현동 541,월~목 10:30 ~ 20:00,03151702023,https://place.map.kakao.com/26945104
판교 일식집,지산초밥,"초밥,롤",0.0,0,0,경기 성남시 분당구 동판교로 52 제이스타빌딩 1층 107호,백현동 600,월~토 11:00 ~ 21:00,0317022001,https://place.map.kakao.com/2115363739
판교 일식집,혼키라멘,일본식라면,3.6,9,40,경기 성남시 분당구 대왕판교로645번길 36 NS복합건축물 주건축물제1동 지하1층,삼평동 632,월~금 11:00 ~ 20:30,0316068520,https://place.map.kakao.com/1663401413
판교 일식집,리윤스시이도&구전동화 판교점,일식,4.5,21,95,경기 성남시 분당구 동판교로177번길 25 호반써밋플레이스 지하1층 B101호,삼평동 740,영업시간 화~토 17:30 ~ 20:30,0317075563,https://place.map.kakao.com/548969882
판교 일식집,모모야,일식,3.9,13,3,경기 성남시 분당구 판교역로146번길 20 지하1층 H키친,백현동 541,,03151701581,https://place.map.kakao.com/26944978
판교 일식집,훈스시 판교M타워점,"초밥,롤",0.0,0,0,경기 성남시 분당구 판교역로241번길 22 엠타워빌딩 107호,삼평동 684,,,https://place.map.kakao.com/2140494631
판교 일식집,지직 판교점,일식,4.3,4,3,경기 성남시 분당구 대왕판교로606번길 47 SG타워 1층 102-2호,삼평동 655,영업시간 월~토 17:00 ~ 01:00,,https://place.map.kakao.com/1320897127
판교 일식집,도제,"초밥,롤",0.0,0,0,경기 성남시 분당구 판교역로 230,삼평동 679,,0316984832,https://place.map.kakao.com/2021097036
판교 일식집,미소야 서판교점,"돈까스,우동",3.1,11,8,경기 성남시 분당구 운중로138번길 28-7 1층,운중동 930-1,매일 11:30 ~ 20:30,0317023477,https://place.map.kakao.com/13057610
판교 일식집,차차식당,일식,4.2,6,23,경기 성남시 분당구 판교역로 240 삼환하이펙스 A동 지하1층 B-119-1호,삼평동 678,월~목 14:00 ~ 17:00,,https://place.map.kakao.com/1881224994
판교 일식집,이치노야,일식,5.0,3,13,경기 성남시 분당구 판교역로241번길 22,삼평동 684,월~금 14:00 ~ 17:00,,https://place.map.kakao.com/878165384
판교 일식집,카레공방 판교테크노밸리점,일식,4.0,1,3,경기 성남시 분당구 판교역로 240,삼평동 678,월~금 14:00 ~ 17:00,0316982801,https://place.map.kakao.com/1688919157
판교 일식집,스시이도 판교점,"초밥,롤",0.0,0,0,경기 성남시 분당구 동판교로177번길 25,삼평동 740,,,https://place.map.kakao.com/92579565
판교 일식집,돈돈정 판교아브뉴프랑점,일식집,2.8,18,2,경기 성남시 분당구 동판교로177번길 25 2층 203호,삼평동 740,,0317080418,https://place.map.kakao.com/546693260
판교 일식집,토나리우동 현대백화점 판교점,"돈까스,우동",2.2,11,408,경기 성남시 분당구 판교역로146번길 20 지하1층,백현동 541,월~금 10:30 ~ 20:00,03151701013,https://place.map.kakao.com/846074269
판교 일식집,큐슈울트라아멘 판교점,일본식라면,3.2,5,23,경기 성남시 분당구 판교역로 231 에이치스퀘어 에스동 지하1층 B110호,삼평동 680,월~금 15:00 ~ 17:00,050714600984,https://place.map.kakao.com/1728396355
판교 일식집,부타이 3막,일식,2.5,15,81,경기 성남시 분당구 판교역로146번길 20 현대백화점 판교점 지하동,백현동 541,매일 15:00 ~ 17:00,050713451087,https://place.map.kakao.com/2002881289
판교 일식집,효카츠,"돈까스,우동",5.0,1,10,경기 성남시 분당구 판교역로 240,삼평동 678,,0316981136,https://place.map.kakao.com/1241672955
판교 일식집,우나기 강 판교점,일식,5.0,1,0,경기 성남시 분당구 판교역로241번길 22 1층,삼평동 684,월~토 15:00 ~ 17:00,,https://place.map.kakao.com/1743117506
판교 일식집,길우동,"돈까스,우동",0.0,0,2,경기 성남시 분당구 운중로 123,운중동 962,매일 10:00 ~ 21:00,,https://place.map.kakao.com/1436708603
판교 일식집,수요리식당,일식,5.0,2,3,경기 성남시 분당구 판교역로 230 B동 지하1층 b126호,삼평동 679,,0316978996,https://place.map.kakao.com/77745933
판교 일식집,키친쥰,일식,5.0,3,33,경기 성남시 분당구 판교역로 230 삼환하이펙스 B동 지하1층 B103호,삼평동 679,월~금 15:00 ~ 17:00,0316984407,https://place.map.kakao.com/167579326
판교 일식집,하코야 판교우림점,일본식라면,3.0,1,0,경기 성남시 분당구 판교로255번길 9-22 판교우림 W시티 2층 219호,삼평동 618,,,https://place.map.kakao.com/592805553
판교 일식집,타코비 서판교점,일식,0.0,0,3,경기 성남시 분당구 운중로 124 마크시티블루 109호,운중동 945,매일 12:00 ~ 22:00,03180165060,https://place.map.kakao.com/1546900788
판교 일식집,야끼니꾸오,일식,2.0,1,12,경기 성남시 분당구 대왕판교로606번길 10 1층 131호,백현동 531,,,https://place.map.kakao.com/152777434
판교 일식집,통영물회 회덮밥,일식,0.0,0,0,경기 성남시 분당구 판교공원로2길 38-1,판교동 600-7,매일 11:30 ~ 21:00,05079666306,https://place.map.kakao.com/1074439536
판교 일식집,나베모노 현대백화점 판교점,일식,1.6,7,25,경기 성남시 분당구 판교역로146번길 20 지하1층,백현동 541,월~금 10:30 ~ 20:00,,https://place.map.kakao.com/2098701371
판교 일식집,데판본가 현대백화점 판교점,일식,3.5,11,20,경기 성남시 분당구 판교역로146번길 20 지하1층,백현동 541,매일 10:30 ~ 22:00,03151701022,https://place.map.kakao.com/1195910075
판교 일식집,타비타비 현대백화점판교점,일식,5.0,1,1,경기 성남시 분당구 판교역로146번길 20 지하 1층,백현동 541,월~목 10:00 ~ 20:30,03151701000,https://place.map.kakao.com/1490241316
판교 일식집,더바다횟집,일식,0.0,0,0,경기 성남시 분당구 동판교로 92,백현동 546,,03180165551,https://place.map.kakao.com/1927088144
판교 일식집,신기소 판교점,"돈까스,우동",0.0,0,0,경기 성남시 분당구 대왕판교로606번길 58 푸르지오월드마크 지하1층,삼평동 741,,0317893737,https://place.map.kakao.com/1632811060
판교 일식집,요일 현대백화점판교점,"돈까스,우동",0.0,0,0,경기 성남시 분당구 판교역로146번길 20 지하 1층,백현동 541,,03151701038,https://place.map.kakao.com/1093041252
판교 일식집,겐지야 현대백화점판교점,오니기리,3.0,2,2,경기 성남시 분당구 판교역로146번길 20 지하 1층,백현동 541,,03151701013,https://place.map.kakao.com/1364600873
판교 일식집,도원참치 판교본점,일식,0.0,0,5,경기 성남시 분당구 판교역로192번길 14-2,삼평동 660,월~토 11:00 ~ 23:00,,https://place.map.kakao.com/753917044
판교 일식집,토호,일식,4.0,2,0,경기 성남시 분당구 판교로319번길 13,삼평동 691,,,https://place.map.kakao.com/946002981
판교 일식집,율,일식집,5.0,1,0,경기 성남시 분당구 대왕판교로 660 유스페이스1 지하1층 B112호,삼평동 670,,,https://place.map.kakao.com/872867542
판교 일식집,서울마구로동 현대백화점판교점,일식,0.0,0,6,경기 성남시 분당구 판교역로146번길 20 지하1층,백현동 541,,03151701013,https://place.map.kakao.com/637437628
판교 일식집,방가흑돈김치찜,일식,0.0,0,0,경기 성남시 분당구 운중로146번길 19-2,운중동 1022-5,,,https://place.map.kakao.com/24165147
판교 일식집,스시노백쉐프 분당백현48호점,"초밥,롤",0.0,0,0,경기 성남시 분당구 동판교로 52 제이스타빌딩 2층 203호,백현동 600,,,https://place.map.kakao.com/1105146481
판교 일식집,프라이빗,일식,0.0,0,0,경기 성남시 분당구 대왕판교로 670 유스페이스2 3층 316호,삼평동 682,,,https://place.map.kakao.com/1222089470
판교 일식집,쿠시쿠시,일식,0.0,0,0,경기 성남시 분당구 판교공원로2길 62,판교동 601-3,,03180176655,https://place.map.kakao.com/1771788279
판교 일식집,쿠스코퍼레이션,일식,0.0,0,0,경기 성남시 분당구 판교역로192번길 22,삼평동 659,,,https://place.map.kakao.com/1433492141
판교 일식집,엔소쿠,"돈까스,우동",0.0,0,0,경기 성남시 분당구 동판교로52번길 17-4,백현동 591-2,,03180160720,https://place.map.kakao.com/897593966
판교 일식집,두툼바삭가츠 판교운중점,일식,0.0,0,0,경기 성남시 분당구 운중로 117,운중동 960,매일 10:30 ~ 19:00,05045258082,https://place.map.kakao.com/867224202
판교 일식집,베럴온더라이스 현대백화점판교점,일식,0.0,0,0,경기 성남시 분당구 판교역로146번길 20 지하1층,백현동 541,,03151702233,https://place.map.kakao.com/1734054572
판교 일식집,센다이,일식,0.0,0,0,경기 성남시 분당구 판교역로192번길 22,삼평동 659,,0317044550,https://place.map.kakao.com/465993402
판교 일식집,오뎅에필꼬치면,일식,0.0,0,0,경기 성남시 분당구 판교공원로1길 61,판교동 602-5,,07046991333,https://place.map.kakao.com/1720267870
판교 일식집,엔야 동판교 직영점,일식,0.0,0,0,경기 성남시 분당구 판교역로2번길 33,백현동 561-2,,,https://place.map.kakao.com/25042604
판교 일식집,롤스롤스 현대백화점판교점,일식,0.0,0,0,경기 성남시 분당구 판교역로146번길 20 지하 1층,백현동 541,,03151701011,https://place.map.kakao.com/70407107
판교 일식집,나베모노by사이카보 현대백화점판교점,일식,0.0,0,0,경기 성남시 분당구 판교역로146번길 20 지하 1층,백현동 541,,03151701013,https://place.map.kakao.com/1704740291
판교 일식집,봇들일식 판교점,일식집,0.0,0,0,경기 성남시 분당구 대왕판교로 670 유스페이스2  A동 205호,삼평동 682,,0316286122,https://place.map.kakao.com/26614058
판교 일식집,하이스끼,일식,0.0,0,0,경기 성남시 분당구 판교역로 240 삼환하이펙스A동 1층 118호,삼평동 678,매일 10:00 ~ 22:00,0316983550,https://place.map.kakao.com/543744542
판교 일식집,참초가,일식,0.0,0,0,경기 성남시 분당구 운중로125번길 5,운중동 977-2,,,https://place.map.kakao.com/1816206353
판교 일식집,수타우동겐 본점,"돈까스,우동",4.1,293,497,경기 성남시 분당구 야탑로 72 야탑시장주차장 1층 3호,야탑동 503,매일 15:00 ~ 17:00,0317045545,https://place.map.kakao.com/17131878
판교 일식집,긴자 백현점,일식집,3.3,33,85,경기 성남시 분당구 판교백현로 37,백현동 489-4,매일 11:30 ~ 22:00,0317056606,https://place.map.kakao.com/8206412
판교 일식집,사누키진우동,"돈까스,우동",4.0,194,288,경기 성남시 분당구 황새울로335번길 8 덕산빌딩 1층 104호,서현동 260-4,매일 11:00 ~ 17:00,0317081357,https://place.map.kakao.com/14497502
