검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 이탈리안,에이치541,이탈리안,3.5,37,10,경기 성남시 분당구 판교역로146번길 20 현대백화점 판교점 9층,백현동 541,매일 10:30 ~ 21:30,03151702541,https://place.map.kakao.com/1165840853
판교 이탈리안,체르또,이탈리안,4.6,8,23,경기 성남시 분당구 동판교로52번길 13-10 1층 102호,백현동 593-4,화~토 11:00 ~ 21:30 · 휴게시간 화~금 14:30 ~ 17:00,050255501744,https://place.map.kakao.com/2126821939
판교 이탈리안,에이치이에이,이탈리안,5.0,2,467,경기 성남시 분당구 판교공원로1길 67 지하1층,판교동 602-2,매일 11:00 ~ 23:00 · 휴게시간 매일 15:00 ~ 17:00,0317810122,https://place.map.kakao.com/1793834083
판교 이탈리안,더이탈리안클럽 판교테크원점,이탈리안,3.6,51,207,경기 성남시 분당구 분당내곡로 131 1층 5-2호,백현동 534,월~금 15:00 ~ 17:30,,https://place.map.kakao.com/1701818961
판교 이탈리안,비스트로바이콘,이탈리안,4.3,3,18,경기 성남시 분당구 대왕판교로645번길 36 1층,삼평동 632,월~금 11:00 ~ 21:00,0316068511,https://place.map.kakao.com/1321041282
판교 이탈리안,까사파스토,이탈리안,4.9,19,36,경기 성남시 분당구 판교역로10번길 14-5 1층 102호,백현동 579-4,화~토 10:30 ~ 21:00 · 휴게시간 화~토 15:00 ~ 17:00,0317269155,https://place.map.kakao.com/1658927045
판교 이탈리안,판교의하루일과,이탈리안,3.5,15,84,경기 성남시 분당구 분당내곡로 131 2층 11호,백현동 534,매일 11:30 ~ 24:00 · 휴게시간 매일 15:00 ~ 17:00,0316017559,https://place.map.kakao.com/217339810
판교 이탈리안,구세뻬,이탈리안,3.6,8,4,경기 성남시 분당구 판교로33번길 21 1층,운중동 1028,월~토 10:00 ~ 20:00,,https://place.map.kakao.com/1304927391
판교 이탈리안,챠오바라이트,이탈리안,3.0,3,10,경기 성남시 분당구 대왕판교로 660 유스페이스1 1층 125호,삼평동 670,월~금 11:30 ~ 10:00,0316284545,https://place.map.kakao.com/20102772
판교 이탈리안,스너그,이탈리안,3.7,3,28,경기 성남시 분당구 운중로113번길 12-2 1층 101호,운중동 980,매일 10:00 ~ 22:00,01072572055,https://place.map.kakao.com/1928774104
판교 이탈리안,더 키친 일뽀르노 현대백화점 판교점,이탈리안,3.8,6,87,경기 성남시 분당구 판교역로146번길 20 5층,백현동 541,매일 10:30 ~ 21:00,03151701592,https://place.map.kakao.com/160554702
판교 이탈리안,라빌란치아 이탈리안음식전문점,이탈리안,4.8,5,2,경기 성남시 분당구 판교공원로2길 49 1층,판교동 598-3,월~토 11:00 ~ 22:00,,https://place.map.kakao.com/1564711667
판교 이탈리안,비스트로허디거디,이탈리안,5.0,1,0,경기 성남시 분당구 산운로32번길 14,운중동 883-4,,03180173214,https://place.map.kakao.com/693026193
판교 이탈리안,빔스,이탈리안,4.5,2,0,경기 성남시 분당구 대왕판교로606번길 39 12층 1201호,삼평동 651,,,https://place.map.kakao.com/17154235
판교 이탈리안,105파스타 서판교점,이탈리안,4.2,5,3,경기 성남시 분당구 판교공원로5길 3 1층 102호,판교동 619-14,매일 11:30 ~ 22:00,0317070105,https://place.map.kakao.com/266871728
판교 이탈리안,파토리아1964,이탈리안,2.9,7,0,경기 성남시 분당구 판교역로146번길 20 현대백화점 판교점 9층,백현동 541,,03151701938,https://place.map.kakao.com/26945307
판교 이탈리안,오말리 판교점,이탈리안,0.0,0,0,경기 성남시 분당구 대왕판교로606번길 47,삼평동 655,,0316251232,https://place.map.kakao.com/26797176
판교 이탈리안,라 피아디나,이탈리안,0.0,0,0,경기 성남시 분당구 판교역로146번길 20,백현동 541,,,https://place.map.kakao.com/27300855
판교 이탈리안,레스토랑마고,이탈리안,4.2,90,161,경기 성남시 분당구 정자일로 230 동양파라곤 105동 지하 103호,정자동 13-1,매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00,01045260589,https://place.map.kakao.com/12363566
판교 이탈리안,메이빌 분당점,이탈리안,4.0,58,84,경기 성남시 분당구 서현로210번길 16 유성트윈프라자 2층,서현동 248-4,매일 11:30 ~ 21:30,0317054267,https://place.map.kakao.com/25046834
판교 이탈리안,토브나인,이탈리안,4.1,34,95,"경기 성남시 수정구 사송로 56 1,2층",사송동 562-3,매일 10:30 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00,07088709990,https://place.map.kakao.com/904259567
판교 이탈리안,쏘렐라파스타 본점,이탈리안,3.8,52,33,경기 성남시 분당구 정자일로 177 인텔리지빌딩 상가 3층 306호,정자동 24,월~토 11:30 ~ 22:00 · 휴게시간 월~토 15:00 ~ 17:00,0317825882,https://place.map.kakao.com/7981650
판교 이탈리안,돈파스타,이탈리안,3.9,89,64,경기 성남시 분당구 황새울로342번길 11 금호리빙스텔 2층 201호,서현동 250-4,영업시간 화~금 11:30 ~ 15:00,0317012155,https://place.map.kakao.com/8256228
판교 이탈리안,꼰떼넨떼,이탈리안,3.4,48,211,경기 성남시 분당구 정자일로 210 2단지 101호,정자동 14-3,매일 15:00 ~ 17:30,0317182777,https://place.map.kakao.com/792280907
판교 이탈리안,롤링파스타 서현역점,이탈리안,4.4,34,184,경기 성남시 분당구 분당로53번길 14 서현프라자 2층,서현동 268-4,매일 11:00 ~ 21:00 · 휴게시간 월~금 15:00 ~ 17:00,0317073547,https://place.map.kakao.com/1224929032
판교 이탈리안,투파인드피터 서현점,이탈리안,4.7,51,621,경기 성남시 분당구 황새울로360번길 26 4층 401호,서현동 247-3,매일 11:00 ~ 22:00 · 휴게시간 월~금 15:00 ~ 17:00,0317786263,https://place.map.kakao.com/1932485083
판교 이탈리안,다크앤라이트,이탈리안,4.5,14,162,경기 성남시 수정구 달래내로 252 2층,금토동 51-1,수~일 15:00 ~ 17:30,0317088730,https://place.map.kakao.com/1750021173
판교 이탈리안,닐리파스타앤피자 정자역점,이탈리안,3.5,12,27,경기 성남시 분당구 정자일로 210 정자동양파라곤 1층 108호,정자동 14-3,매일 11:00 ~ 22:00 · 휴게시간 월~금 15:00 ~ 17:00,0317121944,https://place.map.kakao.com/21228021
판교 이탈리안,몽델리부티크,이탈리안,3.6,11,222,경기 성남시 분당구 백현로 26 더블트리 바이힐튼호텔 판교 지하1층 2호,정자동 3-2,매일 10:00 ~ 22:00,,https://place.map.kakao.com/1728977187
판교 이탈리안,미츠스테이크 서현,이탈리안,4.4,8,121,경기 성남시 분당구 분당로53번길 11 서원플라자 5층,서현동 269,매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00,0317086617,https://place.map.kakao.com/850763102
판교 이탈리안,라그릴리아 롯데백화점분당점,이탈리안,3.9,21,30,경기 성남시 분당구 황새울로200번길 45 1층,수내동 14,매일 10:30 ~ 21:00,0317382051,https://place.map.kakao.com/1976900339
판교 이탈리안,스파게티스토리,이탈리안,3.3,22,10,경기 성남시 분당구 서현로210번길 16 1층,서현동 248-4,월~금 11:00 ~ 21:00 · 휴게시간 매일 14:30 ~ 15:00,07088352302,https://place.map.kakao.com/182967823
판교 이탈리안,롤링파스타 분당정자점,이탈리안,3.8,6,1,경기 성남시 분당구 황새울로108번길 5 1층,정자동 81-16,매일 11:00 ~ 21:00,0317173547,https://place.map.kakao.com/834560584
판교 이탈리안,파스타테이블,이탈리안,4.8,19,21,경기 성남시 분당구 분당로53번길 21 산호프라자 2층 207호,서현동 269-1,화~일 11:00 ~ 21:30 · 휴게시간 화~일 15:00 ~ 17:00,050255502093,https://place.map.kakao.com/1559224388
판교 이탈리안,105파스타,이탈리안,4.3,12,10,경기 성남시 분당구 양현로 126 1층,이매동 115-1,화~일 11:30 ~ 20:40,0317079105,https://place.map.kakao.com/21230038
판교 이탈리안,미태리 분당아름마을점,이탈리안,5.0,3,24,경기 성남시 분당구 판교로 441 남서울프라자 1층 110호,야탑동 533-5,매일 11:00 ~ 21:00,0317037333,https://place.map.kakao.com/487935365
판교 이탈리안,파스타마마 수내점,이탈리안,3.4,11,7,경기 성남시 분당구 백현로101번길 16 1층,수내동 19-4,월~금 10:00 ~ 20:00,0317123700,https://place.map.kakao.com/1713910576
판교 이탈리안,라까사데파스타,이탈리안,4.7,13,0,경기 성남시 분당구 중앙공원로31번길 42,서현동 89,화~토 11:30 ~ 21:00,01087418588,https://place.map.kakao.com/1745331535
판교 이탈리안,요녀석파스타 분당점,이탈리안,4.7,3,0,경기 성남시 분당구 느티로87번길 17 1층,정자동 58-7,"수,토 09:30 ~ 02:00",0317126667,https://place.map.kakao.com/1096504659
판교 이탈리안,몬테쿠치나,이탈리안,0.0,0,0,경기 성남시 분당구 안양판교로828번길 20,운중동 411,,03180160987,https://place.map.kakao.com/253007061
판교 이탈리안,올데이파스타,이탈리안,0.0,0,0,경기 성남시 분당구 황새울로319번길 6 텍스타워 지하1층 B107호,서현동 272-3,,,https://place.map.kakao.com/692432950
판교 이탈리안,파스타어때,이탈리안,0.0,0,5,경기 성남시 분당구 백현로101번길 16 대덕프라자 지하1층 B102호,수내동 19-4,매일 00:00 ~ 24:00,,https://place.map.kakao.com/1773964337
판교 이탈리안,다리오42,이탈리안,0.0,0,4,경기 성남시 분당구 느티로51번길 8-3,정자동 84-16,화~일 11:00 ~ 23:00,,https://place.map.kakao.com/1179961517
판교 이탈리안,어퍼그레이 AK플라자 분당점,이탈리안,4.5,2,22,경기 성남시 분당구 황새울로360번길 42 7층,서현동 263,매일 11:00 ~ 20:30,03180232700,https://place.map.kakao.com/49196238
판교 이탈리안,미태리파스타 분당아름마을점,이탈리안,0.0,0,0,경기 성남시 분당구 판교로 441 남서울프라자 1층 110호,야탑동 533-5,,,https://place.map.kakao.com/5335006
판교 이탈리안,마리에뜨다이닝,이탈리안,0.0,0,0,경기 성남시 분당구 황새울로360번길 42,서현동 263,,,https://place.map.kakao.com/8353120
판교 이탈리안,괴짜쉐프파스타,이탈리안,0.0,0,0,경기 성남시 분당구 내정로119번길 18 1층,정자동 43-8,매일 10:00 ~ 02:00,,https://place.map.kakao.com/2024947786
판교 이탈리안,파스타제면소,이탈리안,0.0,0,0,경기 성남시 분당구 백현로101번길 16,수내동 19-4,,07077754004,https://place.map.kakao.com/1181426399
판교 이탈리안,그릴러,이탈리안,0.0,0,0,경기 성남시 분당구 황새울로 315 대현빌딩 2층 205호,서현동 273-2,,,https://place.map.kakao.com/326132611
