검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 치킨,러브미텐더 판교우림 W시티점,치킨,0.0,0,0,경기 성남시 분당구 판교로255번길 9-22 1층 104호,삼평동 618,월~목 17:00 ~ 23:30,0316288888,https://place.map.kakao.com/18239711
판교 치킨,치킨89 동판교점,치킨,3.4,5,2,경기 성남시 분당구 동판교로 212 봇들마을6단지휴먼시아아파트 가상가동 1층 102호,삼평동 728,수 17:00 ~ 23:30,03180170890,https://place.map.kakao.com/24407002
판교 치킨,지코바 동판교점,치킨,2.3,6,6,경기 성남시 분당구 동판교로 58 1층,백현동 602,화~토 10:40 ~ 02:00,0317043799,https://place.map.kakao.com/28866319
판교 치킨,깐부치킨 판교원마을점,치킨,3.8,6,2,경기 성남시 분당구 판교공원로5길 11 1층,판교동 619-11,"월,화,수,목,금,일 16:00 ~ 23:00",07042289280,https://place.map.kakao.com/12656565
판교 치킨,푸라닭치킨 분당서판교점,치킨,2.2,5,3,경기 성남시 분당구 운중로 132,운중동 943,매일 12:00 ~ 23:00,0317049206,https://place.map.kakao.com/519721818
판교 치킨,신통치킨 동판교점,치킨,4.0,1,3,경기 성남시 분당구 동판교로 92 1층,백현동 546,월~토 17:00 ~ 24:00,0317813187,https://place.map.kakao.com/24820081
판교 치킨,생활치킨 판교역점,치킨,0.0,0,0,경기 성남시 분당구 판교역로192번길 16,삼평동 662,매일 16:30 ~ 23:50,050712997999,https://place.map.kakao.com/1937064797
판교 치킨,네네치킨 서판교점,치킨,3.3,4,4,경기 성남시 분당구 판교로25번길 22-6,운중동 1029-6,매일 12:00 ~ 24:00,050372573182,https://place.map.kakao.com/13016190
판교 치킨,영계소문옛날통닭 판교점,치킨,3.8,10,4,경기 성남시 분당구 판교로 374 스타식스코리아2 1층 103호,삼평동 720,화~토 12:00 ~ 23:00,0317051230,https://place.map.kakao.com/1391334389
판교 치킨,탐탐치킨&커피,치킨,0.0,0,0,경기 성남시 분당구 판교역로 180,삼평동 645,,,https://place.map.kakao.com/22134807
판교 치킨,용가리치킨,치킨,2.3,3,17,경기 성남시 분당구 대왕판교로645번길 36,삼평동 632,월~금 11:00 ~ 21:00,0316068519,https://place.map.kakao.com/1039229455
판교 치킨,처갓집양념치킨 서판교점,치킨,3.0,4,2,경기 성남시 분당구 운중로 129,운중동 963,매일 12:00 ~ 24:00,07042425566,https://place.map.kakao.com/906554500
판교 치킨,5K 치킨,치킨,0.0,0,0,경기 성남시 분당구 대왕판교로606번길 45,삼평동 653,,0316049233,https://place.map.kakao.com/1824168158
판교 치킨,형제쌀통닭,치킨,0.0,0,0,경기 성남시 분당구 판교역로192번길 16,삼평동 662,,,https://place.map.kakao.com/26801285
판교 치킨,순삭닭강정 판교운중점,치킨,0.0,0,0,경기 성남시 분당구 운중로 117,운중동 960,매일 10:30 ~ 19:00,05045258083,https://place.map.kakao.com/1348404204
판교 치킨,광규통닭,치킨,0.0,0,0,경기 성남시 분당구 대왕판교로 660,삼평동 670,,0317242530,https://place.map.kakao.com/772825743
판교 치킨,행복한키친판교,치킨,0.0,0,0,경기 성남시 분당구 대왕판교로606번길 58,삼평동 741,,,https://place.map.kakao.com/22212284
판교 치킨,꼰또치킨,치킨,0.0,0,0,경기 성남시 분당구 대왕판교로 660,삼평동 670,,,https://place.map.kakao.com/20289161
판교 치킨,사바사바치킨,치킨,3.5,2,3,경기 성남시 분당구 황새울로258번길 32,수내동 7-5,매일 14:00 ~ 24:00,0317119239,https://place.map.kakao.com/27308643
판교 치킨,구도로통닭 분당수내점,치킨,3.2,13,104,경기 성남시 분당구 수내로46번길 22 2층,수내동 8-6,월~토 16:00 ~ 00:30,050713876909,https://place.map.kakao.com/226455445
판교 치킨,노랑통닭 수내역점,치킨,4.0,8,4,경기 성남시 분당구 황새울로258번길 32 코리아나빌딩 1층,수내동 7-5,매일 16:00 ~ 01:00,0317191239,https://place.map.kakao.com/478270474
판교 치킨,BHC치킨 이매행복점,치킨,3.1,7,4,경기 성남시 분당구 성남대로779번길 54 동산쇼핑몰 1층 103호,이매동 137-3,화~일 12:00 ~ 24:00,0317023693,https://place.map.kakao.com/27157270
판교 치킨,깐부치킨,치킨,4.3,6,7,경기 성남시 분당구 황새울로258번길 32,수내동 7-5,매일 14:00 ~ 01:00,0317146992,https://place.map.kakao.com/12887283
판교 치킨,보드람치킨 수내점,치킨,4.5,4,4,경기 성남시 분당구 백현로101번길 16 대덕프라자 1층 121호,수내동 19-3,매일 14:00 ~ 01:00,0317159233,https://place.map.kakao.com/12571497
판교 치킨,놀부옛날통닭 서현점,치킨,5.0,1,0,경기 성남시 분당구 서현로 170 풍림아이원플러스오피스텔 지하 1층 B106호,서현동 255-1,,,https://place.map.kakao.com/791456843
판교 치킨,이누리치킨,치킨,0.0,0,1,"경기 성남시 분당구 탄천로 35 1층 103,104호",이매동 141,,0317034047,https://place.map.kakao.com/16978372
판교 치킨,화락바베큐치킨 서현1호점,치킨,0.0,0,2,경기 성남시 분당구 황새울로319번길 6 지하1층 105호,서현동 272-3,매일 10:00 ~ 02:00,,https://place.map.kakao.com/1724297404
판교 치킨,마라통닭 분당아름마을점,치킨,5.0,2,0,"경기 성남시 분당구 판교로 431 1층 106,107호",야탑동 533-1,매일 16:00 ~ 24:00,07048210135,https://place.map.kakao.com/28778226
판교 치킨,구도로통닭 수내점,치킨,2.0,3,0,경기 성남시 분당구 수내로46번길 22 2층,수내동 8-6,,,https://place.map.kakao.com/194683075
판교 치킨,화락바베큐치킨 서현2호점,치킨,5.0,2,1,경기 성남시 분당구 황새울로319번길 6 지하1층 103호,서현동 272-3,매일 10:00 ~ 02:00,,https://place.map.kakao.com/602927433
판교 치킨,위드치킨,치킨,0.0,0,0,경기 성남시 분당구 성남대로779번길 54,이매동 137-3,,0317023693,https://place.map.kakao.com/1638616571
판교 치킨,페리카나,치킨,0.0,0,0,경기 성남시 분당구 판교로 430,이매동 132,,,https://place.map.kakao.com/98185005
판교 치킨,오븐숯불민족 수내역점,치킨,4.6,5,11,경기 성남시 분당구 황새울로258번길 32 코리아나빌딩 1층 103호,수내동 7-5,매일 12:00 ~ 24:00,0317199233,https://place.map.kakao.com/1150539945
판교 치킨,제이스토어,치킨,0.0,0,5,경기 성남시 분당구 황새울로319번길 6,서현동 272-3,,0317027004,https://place.map.kakao.com/1664625369
판교 치킨,생활치킨 수내동좁은골목점,치킨,0.0,0,0,경기 성남시 분당구 수내로46번길 20,수내동 8-5,영업시간 매일 17:30 ~ 24:00,050372573818,https://place.map.kakao.com/1222954841
판교 치킨,치킨스프앤틱,기업,0.0,0,0,경기 성남시 분당구 대왕판교로606번길 58,삼평동 741,,,https://place.map.kakao.com/837077539
판교 치킨,프랑킨바베큐치킨 동판교점,"육류,고기",0.0,0,0,경기 성남시 분당구 동판교로52번길 21-4,백현동 589-2,월~목 14:00 ~ 17:30,050720841641,https://place.map.kakao.com/504300964
판교 치킨,에스피자치킨 분당점,피자,0.0,0,0,경기 성남시 분당구 성남대로779번길 52,이매동 137-4,,,https://place.map.kakao.com/452858370
판교 치킨,일편닭심,닭요리,4.2,56,75,경기 성남시 분당구 판교역로192번길 22 효성해링턴타워 110호,삼평동 659,매일 17:00 ~ 01:30,0316021847,https://place.map.kakao.com/96593433
판교 치킨,라디오베이,양식,3.3,102,247,경기 성남시 분당구 판교역로192번길 12 판교미래에셋타워 2층,삼평동 664,매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00,03180610773,https://place.map.kakao.com/26628252
판교 치킨,감성타코 판교점,"멕시칸,브라질",2.6,118,530,경기 성남시 분당구 동판교로177번길 25 아브뉴프랑 2층,삼평동 740,매일 11:30 ~ 22:00 · 휴게시간 매일 16:00 ~ 17:00,0317818885,https://place.map.kakao.com/1927219507
판교 치킨,맥도날드 동판교점,패스트푸드,3.0,58,42,"경기 성남시 분당구 대왕판교로606번길 58 판교푸르지오월드마크아파트 상가동 1,2층",삼평동 741,매일 00:00 ~ 24:00,0316064000,https://place.map.kakao.com/21608198
판교 치킨,맥도날드 서판교DT점,패스트푸드,2.2,47,26,경기 성남시 분당구 운중로 190 1-2층,운중동 1017,매일 07:00 ~ 24:00,0316023500,https://place.map.kakao.com/891860550
판교 치킨,인디테이블,인도음식,3.3,46,412,경기 성남시 분당구 동판교로177번길 25 판교아브뉴프랑 1층 109호,삼평동 740,매일 11:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00,0317087022,https://place.map.kakao.com/2055952433
판교 치킨,맥도날드 판교테크노밸리점,패스트푸드,2.8,44,36,경기 성남시 분당구 판교역로 231 H스퀘어 S동 1층,삼평동 680,매일 07:00 ~ 24:00,0316064100,https://place.map.kakao.com/27459958
판교 치킨,탭퍼블릭 판교점,"호프,요리주점",3.4,51,181,경기 성남시 분당구 분당내곡로 131 판교테크원타워 1층,백현동 534,월~토 11:00 ~ 24:00,0316017549,https://place.map.kakao.com/1784636349
판교 치킨,제일호프,"호프,요리주점",4.0,9,43,경기 성남시 분당구 판교역로192번길 16,삼평동 662,매일 16:00 ~ 02:00,0317041136,https://place.map.kakao.com/24074219
판교 치킨,롯데리아 판교DT점,패스트푸드,3.8,13,0,"경기 성남시 분당구 동판교로 42 1,2층",백현동 598,매일 10:00 ~ 24:00,03180163015,https://place.map.kakao.com/1471403866
판교 치킨,후안즈,"호프,요리주점",4.8,26,26,경기 성남시 분당구 판교공원로2길 55 1층,판교동 598,화~토 17:00 ~ 24:00,,https://place.map.kakao.com/187410031
판교 치킨,봄베이브로이 판교점,인도음식,4.2,34,49,경기 성남시 분당구 판교역로2번길 25,백현동 562-3,매일 11:00 ~ 22:00,03180174931,https://place.map.kakao.com/27444439
판교 치킨,피자헛 분당백현점,피자,3.5,10,6,경기 성남시 분당구 동판교로52번길 11,백현동 605-11,매일 11:00 ~ 23:00,03180178770,https://place.map.kakao.com/708600252
판교 치킨,생활맥주 판교역점,"호프,요리주점",2.7,15,26,경기 성남시 분당구 판교역로192번길 16 판교타워 1층 106호,삼평동 662,매일 16:00 ~ 01:00,03180177037,https://place.map.kakao.com/27478195
판교 치킨,판교로262bar,술집,5.0,4,21,경기 성남시 분당구 판교역로 240 삼환하이팩스 a동 1층 106호,삼평동 678,영업시간 월~금 18:00 ~ 01:00,01064410622,https://place.map.kakao.com/1897345066
판교 치킨,맘스터치 서판교점,패스트푸드,2.9,16,17,경기 성남시 분당구 운중로 142 판교메디칼타워 1층,운중동 940,매일 10:00 ~ 21:50,0317070912,https://place.map.kakao.com/1282519261
판교 치킨,오늘와인한잔 판교역점,와인바,2.9,16,9,"경기 성남시 분당구 대왕판교로606번길 45 판교역푸르지오시티오피스텔 1층 103,104호",삼평동 653,매일 17:00 ~ 02:00,,https://place.map.kakao.com/140099846
판교 치킨,모비딕,"호프,요리주점",3.4,16,15,경기 성남시 분당구 대왕판교로606번길 45,삼평동 653,월~금 16:00 ~ 01:00,0317015070,https://place.map.kakao.com/26347866
판교 치킨,바차 판교점,술집,3.9,12,156,경기 성남시 분당구 분당내곡로 151 1층,삼평동 656,매일 17:00 ~ 02:00,0317077668,https://place.map.kakao.com/1346192854
판교 치킨,갓잇 서판교점,"멕시칸,브라질",3.6,10,392,경기 성남시 분당구 판교공원로5길 24 1층,판교동 618-7,매일 11:00 ~ 21:30 · 휴게시간 매일 15:00 ~ 16:30,0317030255,https://place.map.kakao.com/442176392
판교 치킨,포레스트오늘숲 서판교점,베트남음식,4.7,29,151,경기 성남시 분당구 운중로146번길 35 1층 101호,운중동 1027-3,매일 11:00 ~ 21:00 · 휴게시간 매일 14:30 ~ 17:00,0317016506,https://place.map.kakao.com/1015953794
판교 치킨,청년다방 판교테크노밸리점,떡볶이,3.5,29,166,경기 성남시 분당구 대왕판교로 660 유스페이스1 A동 2층 206호,삼평동 670,월~토 11:00 ~ 21:00,0317242723,https://place.map.kakao.com/67805107
판교 치킨,안주의신 판교본점,"호프,요리주점",4.0,16,27,경기 성남시 분당구 대왕판교로606번길 45 판교푸르지오시티 1층 113호,삼평동 653,월~금 17:00 ~ 01:00,050255502849,https://place.map.kakao.com/24998089
판교 치킨,클로이샌드위치,샌드위치,4.9,17,32,경기 성남시 분당구 판교공원로3길 4 1층 102호,판교동 613-3,"월,화,수,목,토,일 09:00 ~ 17:30",050713901549,https://place.map.kakao.com/618096683
판교 치킨,파파존스 판교점,피자,3.9,9,7,경기 성남시 분당구 서판교로 154 2층 204호,판교동 512,매일 11:00 ~ 22:00,0317099492,https://place.map.kakao.com/27334535
판교 치킨,역전할머니맥주 분당판교역점,"호프,요리주점",4.0,9,20,경기 성남시 분당구 판교역로192번길 14-2 1층,삼평동 660,매일 16:00 ~ 02:00,0317016333,https://place.map.kakao.com/164864395
판교 치킨,리듬앤버거,햄버거,4.5,14,25,경기 성남시 분당구 판교역로192번길 14-2 골드타워 2층 12호,삼평동 660,월~토 15:00 ~ 17:30,03180397227,https://place.map.kakao.com/1860528967
판교 치킨,블루,"호프,요리주점",4.9,17,6,경기 성남시 분당구 판교공원로1길 43 1층,판교동 604-4,,0317049250,https://place.map.kakao.com/22321123
판교 치킨,쿠차라 판교카카오점,"멕시칸,브라질",3.0,69,95,경기 성남시 분당구 판교역로 166 1층 9호,백현동 532,월~금 11:00 ~ 21:00,0316017223,https://place.map.kakao.com/1121179363
판교 치킨,피자헛 판교중앙점,피자,2.3,3,4,경기 성남시 분당구 운중로 237,판교동 621-4,매일 11:00 ~ 23:00,0317240503,https://place.map.kakao.com/852728852
판교 치킨,생활맥주 판교도서관점,"호프,요리주점",2.0,3,5,경기 성남시 분당구 판교공원로2길 54 1층,판교동 601-8,매일 17:00 ~ 01:00,03180166733,https://place.map.kakao.com/245747740
판교 치킨,루카즈,"멕시칸,브라질",3.4,9,52,경기 성남시 분당구 판교역로 6-5 1층,백현동 581-3,수~일 15:30 ~ 17:30,,https://place.map.kakao.com/427099595
판교 치킨,람부뜨리,태국음식,4.6,9,106,경기 성남시 분당구 판교공원로1길 43,판교동 604-4,월~토 11:30 ~ 21:00 · 휴게시간 월~토 15:00 ~ 17:00,,https://place.map.kakao.com/1472330091
판교 치킨,이터스 현대백화점판교점,"멕시칸,브라질",3.8,10,45,경기 성남시 분당구 판교역로146번길 20 지하1층,백현동 541,월~목 10:00 ~ 20:00,03151701053,https://place.map.kakao.com/983199435
판교 치킨,펀비어킹 분당판교테크노밸리점,"호프,요리주점",3.6,8,1,경기 성남시 분당구 대왕판교로 660 1층 148호,삼평동 670,매일 16:00 ~ 04:00,0317242678,https://place.map.kakao.com/24452364
판교 치킨,스트릿 현대백화점판교점,아시아음식,2.8,21,88,경기 성남시 분당구 판교역로146번길 20 지하1층,백현동 541,월~목 10:30 ~ 20:00,03151702008,https://place.map.kakao.com/1684428961
판교 치킨,탄탄면공방 판교테크노밸리점,아시아음식,3.0,20,29,경기 성남시 분당구 판교역로 240 삼환하이펙스 A동 121호,삼평동 678,월~금 14:00 ~ 20:30,0316984535,https://place.map.kakao.com/1151112822
판교 치킨,마마스포,동남아음식,3.7,18,20,경기 성남시 분당구 판교역로 231 에이치스퀘어에스동 1층 123호,삼평동 680,월~금 11:00 ~ 21:00 · 휴게시간 월~금 15:00 ~ 17:00,0316967696,https://place.map.kakao.com/1220800652
판교 치킨,투고샐러드 판교유스페이스점,샐러드,5.0,3,16,경기 성남시 분당구 대왕판교로 660 유스페이스1 B동 2층 230호,삼평동 670,월~금 08:00 ~ 20:00,0317242588,https://place.map.kakao.com/443269127
판교 치킨,신전떡볶이 운중점,떡볶이,3.4,13,1,경기 성남시 분당구 운중로 129 마크시티 엘로우 108호,운중동 963,화~일 11:00 ~ 22:00,0317815575,https://place.map.kakao.com/26792838
판교 치킨,생활맥주 판교유스페이스점,"호프,요리주점",1.0,1,4,경기 성남시 분당구 대왕판교로 660 유스페이스1빌딩 1층 142호,삼평동 670,월~금 17:00 ~ 01:00,0316281470,https://place.map.kakao.com/1064941750
판교 치킨,프랭크버거 서판교점,햄버거,3.0,9,7,경기 성남시 분당구 운중로 123,운중동 962,매일 11:00 ~ 22:00,0317073787,https://place.map.kakao.com/617895768
판교 치킨,신전떡볶이 삼평점,떡볶이,4.4,20,16,경기 성남시 분당구 대왕판교로606번길 58 판교푸르지오월드마크 1층 101호,삼평동 741,월~금 10:40 ~ 22:00,0317038259,https://place.map.kakao.com/1471953752
판교 치킨,서울맥주1977 서판교점,"호프,요리주점",4.2,5,8,경기 성남시 분당구 판교공원로1길 61,판교동 602-5,영업시간 매일 17:30 ~ 24:00,,https://place.map.kakao.com/1111105334
판교 치킨,킹콩부대찌개 서판교점,"찌개,전골",3.0,4,9,경기 성남시 분당구 판교공원로5길 11 1층,판교동 619-11,매일 10:00 ~ 22:00,03180160334,https://place.map.kakao.com/26808499
판교 치킨,더제이스,"호프,요리주점",5.0,2,21,경기 성남시 분당구 서판교로 160 스타식스밸리 102호,판교동 497,월~토 16:30 ~ 23:30,01051061483,https://place.map.kakao.com/1316713324
판교 치킨,스노우폭스 판교테크노밸리점,도시락,0.0,0,30,경기 성남시 분당구 판교역로 231 H스퀘어 S동 1층 102호,삼평동 680,월~금 07:30 ~ 21:00,0317786683,https://place.map.kakao.com/1000021535
판교 치킨,킹콩부대찌개 동판교점,"찌개,전골",3.9,9,12,경기 성남시 분당구 판교역로 240 삼환하이펙스 A동 2층 207호,삼평동 678,월~금 10:00 ~ 20:00 · 휴게시간 월~금 15:00 ~ 17:00,0316983240,https://place.map.kakao.com/26802082
판교 치킨,미술,일본식주점,5.0,1,58,경기 성남시 분당구 판교역로192번길 22 효성해링턴타워 3층 313호,삼평동 659,월~금 17:00 ~ 24:00,01039820423,https://place.map.kakao.com/1455458102
판교 치킨,더탭하우스,"호프,요리주점",3.4,7,4,경기 성남시 분당구 판교역로 235 H스퀘어 N동 120호,삼평동 681,영업시간 매일 17:30 ~ 02:00,0317377447,https://place.map.kakao.com/23557347
판교 치킨,프랭크버거 풀무원판교넥슨점,햄버거,0.0,0,0,경기 성남시 분당구 판교로256번길 19,삼평동 630,,,https://place.map.kakao.com/1408522790
판교 치킨,호화식탁,퓨전한식,5.0,2,11,경기 성남시 분당구 판교공원로3길 4 1층,판교동 613-3,매일 11:00 ~ 22:00,,https://place.map.kakao.com/315881514
판교 치킨,생활맥주 서판교운중점,"호프,요리주점",4.5,4,1,경기 성남시 분당구 운중로138번길 24-3,운중동 931-2,영업시간 월~토 17:30 ~ 24:00,03180160825,https://place.map.kakao.com/507233012
판교 치킨,을지로노가리,"호프,요리주점",3.0,1,2,경기 성남시 분당구 대왕판교로 670,삼평동 682,,0317242530,https://place.map.kakao.com/20623195
판교 치킨,반올림피자 판교점,피자,5.0,3,2,경기 성남시 분당구 판교공원로1길 3 1층 101호,판교동 612-3,매일 12:00 ~ 23:00,0317047773,https://place.map.kakao.com/1900750945
판교 치킨,감탄떡볶이 서판교점,떡볶이,3.0,10,22,경기 성남시 분당구 운중로138번길 37 1층 102호,운중동 929,월~토 11:00 ~ 21:00,03180165889,https://place.map.kakao.com/21527731
판교 치킨,청년다방 판교운중점,떡볶이,3.7,3,20,경기 성남시 분당구 운중로138번길 28-5,운중동 930-2,매일 11:00 ~ 22:00,0317032539,https://place.map.kakao.com/751536546
판교 치킨,서울황태 판교점,한식,5.0,1,18,경기 성남시 분당구 판교역로192번길 16,삼평동 662,월~금 16:00 ~ 01:00,,https://place.map.kakao.com/126782572
판교 치킨,프레퍼스다이어트푸드 판교점,한식,1.9,8,27,경기 성남시 분당구 판교역로 231,삼평동 680,매일 10:00 ~ 22:00,050720838506,https://place.map.kakao.com/232654184
판교 치킨,남자피자 판교백현점,피자,2.0,2,0,경기 성남시 분당구 동판교로 122,백현동 545,월~토 10:50 ~ 22:50,,https://place.map.kakao.com/26799093
판교 치킨,돈돈정 판교아브뉴프랑점,일식집,2.8,18,2,경기 성남시 분당구 동판교로177번길 25 2층 203호,삼평동 740,,0317080418,https://place.map.kakao.com/546693260
판교 치킨,2도비어 판교역점,"호프,요리주점",2.4,5,12,경기 성남시 분당구 판교역로192번길 16 판교타워 1층 110호,삼평동 662,월~금 16:30 ~ 01:00,,https://place.map.kakao.com/1326906539
판교 치킨,가마로강정 판교점,닭강정,0.0,0,1,경기 성남시 분당구 동판교로 49 1동 1층 106호,백현동 553-2,매일 12:00 ~ 22:30,0317077292,https://place.map.kakao.com/1983914873
판교 치킨,삼첩분식 판교점,분식,0.0,0,4,경기 성남시 분당구 판교역로 109 SK허브오피스텔 B동 지하1층 129호,백현동 529,수~금 10:30 ~ 21:00,0316061235,https://place.map.kakao.com/2021468536
판교 치킨,프랭크버거 풀무원판교한화점,햄버거,0.0,0,0,경기 성남시 분당구 판교로319번길 6,삼평동 701,,,https://place.map.kakao.com/2024074065
판교 치킨,크라운비펍 판교점,"호프,요리주점",4.7,3,9,경기 성남시 분당구 대왕판교로 660 유스페이스1 203호,삼평동 670,영업시간 월~금 18:00 ~ 01:00,,https://place.map.kakao.com/536260537
판교 치킨,꿀돼지두루치기,"불고기,두루치기",2.8,12,10,경기 성남시 분당구 판교로255번길 9-22 판교 우림 W-CITY 지하1층,삼평동 618,,,https://place.map.kakao.com/485627049
판교 치킨,치어스 판교테크노밸리점,"호프,요리주점",0.0,0,0,경기 성남시 분당구 대왕판교로 660 3층,삼평동 670,매일 17:00 ~ 02:00,,https://place.map.kakao.com/21720503
판교 치킨,남자피자 판교점,피자,0.0,0,0,경기 성남시 분당구 서판교로 160,판교동 497,,,https://place.map.kakao.com/1131611917
판교 치킨,킹콩부대찌개 판교점,"찌개,전골",0.0,0,0,경기 성남시 분당구 판교공원로5길 11 1층,판교동 619-11,"월~금 11:00 ~ 21:00 · 휴게시간 월,화,수,목,금,일 14:00 ~ 16:00",03180160334,https://place.map.kakao.com/1855466117
