검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 고깃집,감성쪽갈비,갈비,4.1,9,136,경기 성남시 분당구 대왕판교로 660 유스페이스1 2층 211호,삼평동 670,월~토 16:00 ~ 24:00,0317242885,https://place.map.kakao.com/300256795
판교 고깃집,판교집 본점,"육류,고기",3.8,17,116,경기 성남시 분당구 판교역로 178 서건타워 1층 106호,삼평동 646,월~토 11:00 ~ 22:00 · 휴게시간 월~금 14:00 ~ 16:30,,https://place.map.kakao.com/670874847
판교 고깃집,비와별닭갈비 판교아브뉴프랑점,닭요리,2.6,26,50,경기 성남시 분당구 동판교로177번길 25 2층 208호,삼평동 740,매일 11:00 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:00,03180167999,https://place.map.kakao.com/685887935
판교 고깃집,됐소 판교점,"육류,고기",3.3,29,141,경기 성남시 분당구 대왕판교로 670 유스페이스2 A동 지하1층 B101호,삼평동 682,월~금 11:00 ~ 22:00 · 휴게시간 월~금 14:30 ~ 17:00,0316286092,https://place.map.kakao.com/807466448
판교 고깃집,순우가,"육류,고기",4.0,5,117,경기 성남시 분당구 대왕판교로645번길 36 NS 별관 지하1층,삼평동 632,월~금 11:00 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:00,0316068516,https://place.map.kakao.com/1123116002
판교 고깃집,조재벌식당,"육류,고기",4.1,21,41,경기 성남시 분당구 판교로319번길 13 1층,삼평동 691,매일 11:00 ~ 22:00,0316096271,https://place.map.kakao.com/27217633
판교 고깃집,한와담 판교점,"육류,고기",3.6,62,918,경기 성남시 분당구 판교역로 152 알파돔타워 1층 1-2~3호,백현동 537,매일 11:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00,0316227182,https://place.map.kakao.com/1449091593
판교 고깃집,판교수갈비,"육류,고기",3.1,16,8,경기 성남시 분당구 판교역로10번길 23 1층 101호,백현동 564-4,매일 10:30 ~ 22:00,03180168792,https://place.map.kakao.com/1274259337
판교 고깃집,흑화돗 판교본점,"육류,고기",3.9,19,123,경기 성남시 분당구 분당내곡로 131 판교테크원 1층,백현동 534,월~금 17:00 ~ 22:00,0316017455,https://place.map.kakao.com/867485264
판교 고깃집,섬맛의공방 제주이야기 판교점,"육류,고기",3.1,15,34,경기 성남시 분당구 대왕판교로606번길 10 타워1동 1층 132~ 138호,백현동 531,매일 11:30 ~ 22:00,07044000919,https://place.map.kakao.com/1836064822
판교 고깃집,라무진 판교점,"육류,고기",4.4,14,23,경기 성남시 분당구 대왕판교로 660 유스페이스1 B동 2층 236호,삼평동 670,매일 17:00 ~ 24:00,,https://place.map.kakao.com/406434414
판교 고깃집,명륜진사갈비성 성남서판교점,갈비,1.7,21,28,경기 성남시 분당구 운중로178번길 1 1층,운중동 1018-4,매일 11:00 ~ 22:00,0317089288,https://place.map.kakao.com/1484689470
판교 고깃집,즐삼생고기,"육류,고기",3.5,8,6,경기 성남시 분당구 대왕판교로 670 유스페이스2 지하1층 119-4호,삼평동 682,월~금 11:00 ~ 23:00,,https://place.map.kakao.com/192189670
판교 고깃집,한마음정육식당 판교테크노벨리점,"육류,고기",4.1,9,78,경기 성남시 분당구 대왕판교로 660 A동,삼평동 670,매일 11:00 ~ 22:00 · 휴게시간 월~금 15:00 ~ 16:30,0317011000,https://place.map.kakao.com/2121742940
판교 고깃집,일로집 판교직영점,삼겹살,3.5,6,46,경기 성남시 분당구 판교역로192번길 14-1 판교예미지 1층 105호,삼평동 661,월~금 11:00 ~ 24:00,0317051215,https://place.map.kakao.com/110614623
판교 고깃집,허니피그,"육류,고기",4.4,21,42,경기 성남시 분당구 동판교로52번길 3-8 1층,백현동 604-3,매일 16:00 ~ 22:00,03180167373,https://place.map.kakao.com/16603093
판교 고깃집,양육점 판교점,"육류,고기",4.2,46,543,경기 성남시 분당구 분당내곡로 131 판교테크원타워 2층,백현동 534,매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00,0317061624,https://place.map.kakao.com/1317483427
판교 고깃집,원조닭한마리칼국수전문,닭요리,,(30),53,경기 성남시 분당구 판교역로 240 삼환하이펙스 A동 지하 1층 108호,삼평동 678,매일 10:30 ~ 20:50 · 휴게시간 월~금 15:00 ~ 17:00,0317090176,https://place.map.kakao.com/24893152
판교 고깃집,팔각도 판교유스페이스점,닭요리,4.6,12,180,경기 성남시 분당구 대왕판교로 660 A동 2층 238호,삼평동 670,월~금 11:00 ~ 22:00 · 휴게시간 월~금 14:30 ~ 16:30,0317242552,https://place.map.kakao.com/1510915770
판교 고깃집,춘천명물닭갈비,닭요리,,(30),81,경기 성남시 분당구 운중로138번길 18-5 1층,운중동 933-1,월~토 11:00 ~ 21:30 · 휴게시간 월~토 15:00 ~ 17:00,01026448481,https://place.map.kakao.com/1352078849
판교 고깃집,원조장충왕족발 삼평점,"족발,보쌈",3.3,6,14,경기 성남시 분당구 대왕판교로644번길 65 휴먼시아아파트 상가 1층 101호,삼평동 726,,0317023324,https://place.map.kakao.com/21333056
판교 고깃집,판교집 서판교직영점,"육류,고기",3.8,13,103,경기 성남시 분당구 판교공원로2길 58 1층 101호,판교동 601-5,월~금 11:00 ~ 22:00 · 휴게시간 월~금 14:30 ~ 16:30,050714226650,https://place.map.kakao.com/326756280
판교 고깃집,고화갈비살,갈비,3.5,2,214,"경기 성남시 분당구 판교역로192번길 16 1층 111,112,116,117호",삼평동 662,월~금 16:00 ~ 23:00,,https://place.map.kakao.com/1749260985
판교 고깃집,판교삼대곱창,"곱창,막창",3.6,16,140,경기 성남시 분당구 대왕판교로 660 유스페이스 1 A동 202호,삼평동 670,월~금 11:20 ~ 23:00,,https://place.map.kakao.com/23279439
판교 고깃집,고대생막창,"곱창,막창",3.4,18,25,경기 성남시 분당구 판교역로241번길 22 1층,삼평동 684,월~금 16:00 ~ 22:00,03180161992,https://place.map.kakao.com/19950403
판교 고깃집,원조부안집 판교직영점,"육류,고기",3.6,23,"1,419",경기 성남시 분당구 대왕판교로 660 유스페이스1 2층 214호,삼평동 670,월~금 11:00 ~ 22:00,050713936469,https://place.map.kakao.com/1516801425
판교 고깃집,오뚜기식당 판교점,"육류,고기",4.1,7,46,경기 성남시 분당구 판교역로192번길 16 판교타워 108호,삼평동 662,월~금 12:00 ~ 23:00,0317095882,https://place.map.kakao.com/757694167
판교 고깃집,무안회관 판교점,"육류,고기",3.5,11,42,경기 성남시 분당구 판교역로192번길 12,삼평동 664,매일 11:00 ~ 23:30,,https://place.map.kakao.com/1316584313
판교 고깃집,석기시대,"육류,고기",3.4,7,2,경기 성남시 분당구 운중로113번길 4-8,운중동 978-4,매일 11:00 ~ 22:30,03180167172,https://place.map.kakao.com/443803552
판교 고깃집,본가광양불고기,"불고기,두루치기",3.8,17,117,경기 성남시 분당구 판교로255번길 9-22 우림 W-CITY 2층 227호,삼평동 618,월~토 11:00 ~ 21:30 · 휴게시간 월~토 15:00 ~ 17:00,0316288066,https://place.map.kakao.com/1731822411
판교 고깃집,밥볶다 동판교점,"육류,고기",4.3,6,33,경기 성남시 분당구 판교역로 240 삼환하이펙스A동 지하1층 B115~B115-1호,삼평동 678,월~금 10:30 ~ 21:00,0316960317,https://place.map.kakao.com/1278245477
판교 고깃집,해가옥,"족발,보쌈",4.3,3,21,"경기 성남시 분당구 대왕판교로606번길 58 판교푸르지오월드마크 1층 1-78,1-79호",삼평동 741,매일 11:00 ~ 23:00,07088665020,https://place.map.kakao.com/2132898054
판교 고깃집,압구정제주집 판교점,"육류,고기",2.4,8,70,경기 성남시 분당구 판교역로 138 1층,백현동 539-1,월~금 11:30 ~ 23:00 · 휴게시간 월~금 14:30 ~ 17:00,03180395533,https://place.map.kakao.com/237927818
판교 고깃집,종로계림닭도리탕원조 판교점,닭요리,4.1,8,53,경기 성남시 분당구 대왕판교로 660 유스페이스1 A동 2층 205호,삼평동 670,월~금 11:00 ~ 21:00 · 휴게시간 월~금 14:30 ~ 17:00,0317242933,https://place.map.kakao.com/1097759027
판교 고깃집,얼씨92숯불갈비,갈비,3.0,2,0,경기 성남시 분당구 판교역로192번길 16,삼평동 662,매일 11:00 ~ 24:00,03180178044,https://place.map.kakao.com/604918254
판교 고깃집,새마을식당 판교점,"육류,고기",2.4,19,16,경기 성남시 분당구 대왕판교로 670 유스페이스몰2 2층,삼평동 682,월~토 11:00 ~ 24:00,0316286694,https://place.map.kakao.com/18169180
판교 고깃집,미방 판교점,"육류,고기",4.3,7,9,경기 성남시 분당구 대왕판교로 670 유스페이스 B동 128호,삼평동 682,월~토 11:00 ~ 23:00,0317398358,https://place.map.kakao.com/1720506055
판교 고깃집,우상화로구이 서판교점,"육류,고기",4.7,6,198,경기 성남시 분당구 판교공원로1길 57,판교동 603-1,매일 12:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00,,https://place.map.kakao.com/371650007
판교 고깃집,가장맛있는족발 판교테크노밸리점,"족발,보쌈",2.9,14,8,경기 성남시 분당구 대왕판교로 660 유스페이스1 B동 1층,삼평동 670,매일 10:00 ~ 01:30,0316281008,https://place.map.kakao.com/26628419
판교 고깃집,마포갈비집 판교점,"육류,고기",2.3,4,110,경기 성남시 분당구 대왕판교로 660 유스페이스1 B동 2층 239호,삼평동 670,월~금 17:00 ~ 22:00,0316281055,https://place.map.kakao.com/249762419
판교 고깃집,제주꾸숑,"육류,고기",3.9,14,21,경기 성남시 분당구 판교공원로2길 19 1층,판교동 598-9,매일 11:30 ~ 22:00,01089003800,https://place.map.kakao.com/710095519
판교 고깃집,두둑26,"육류,고기",3.5,6,6,경기 성남시 분당구 판교공원로2길 56 1층,판교동 601-6,화~일 11:00 ~ 22:00 · 휴게시간 화~일 15:00 ~ 16:30,0317072656,https://place.map.kakao.com/17790910
판교 고깃집,판교한방삼계탕,삼계탕,3.7,13,29,경기 성남시 분당구 판교역로 152 알파돔타워 지하1층 7~8호,백현동 537,월~금 11:00 ~ 21:00,,https://place.map.kakao.com/129939138
판교 고깃집,마왕족발 판교점,"족발,보쌈",2.6,21,191,경기 성남시 분당구 대왕판교로606번길 45,삼평동 653,매일 11:00 ~ 23:30,0317085892,https://place.map.kakao.com/1438724288
판교 고깃집,판교도마집 판교본점,"육류,고기",3.0,10,20,경기 성남시 분당구 판교역로192번길 14-1 1층,삼평동 661,영업시간 월~금 18:00 ~ 24:00,0317031242,https://place.map.kakao.com/362906944
판교 고깃집,정숙성 판교점,삼겹살,3.3,4,39,경기 성남시 분당구 판교역로192번길 22 판교 효성 해링턴타워 1층 102~103호,삼평동 659,월~금 11:00 ~ 23:00 · 휴게시간 월~금 15:00 ~ 17:00,050714742105,https://place.map.kakao.com/1967019352
판교 고깃집,북청집,"육류,고기",4.7,9,19,경기 성남시 분당구 판교역로 230,삼평동 679,월~금 11:00 ~ 24:00,0316982892,https://place.map.kakao.com/26796081
판교 고깃집,청계산갈비,갈비,4.1,21,13,경기 성남시 분당구 판교공원로5길 34,판교동 618-1,"월,수,목,금 13:00 ~ 22:00",0317011211,https://place.map.kakao.com/14520546
판교 고깃집,오투닭갈비&부대찌개 판교테크노벨리점,닭요리,4.6,8,33,경기 성남시 분당구 대왕판교로 670 유스페이스2 2층 223호,삼평동 682,매일 11:00 ~ 21:30,0317398689,https://place.map.kakao.com/1659187336
판교 고깃집,행복한집,갈비,3.7,6,8,경기 성남시 분당구 대왕판교로 670,삼평동 682,매일 11:00 ~ 22:00,,https://place.map.kakao.com/437953644
판교 고깃집,한스족발,"족발,보쌈",3.3,12,8,경기 성남시 분당구 운중로125번길 5 1층,운중동 977-2,"월,수,목,금,토,일 11:00 ~ 21:30 · 휴게시간 월,수,목,금,토,일 15:00 ~ 16:30",0317021007,https://place.map.kakao.com/19021216
판교 고깃집,우뜰 판교본점,"육류,고기",4.7,54,13,경기 성남시 분당구 대왕판교로606번길 10 라스트리트 1동 1층 105호,백현동 531,매일 11:30 ~ 22:00,0317059252,https://place.map.kakao.com/1924616978
판교 고깃집,고반식당 서판교점,"육류,고기",5.0,5,28,경기 성남시 분당구 판교공원로5길 7 1층,판교동 619-12,매일 16:00 ~ 23:00,0316020721,https://place.map.kakao.com/1846621284
판교 고깃집,우화,"육류,고기",3.5,13,136,"경기 성남시 분당구 동판교로177번길 25 2층 212, 213호",삼평동 740,매일 11:00 ~ 21:00,0317074775,https://place.map.kakao.com/1557605453
판교 고깃집,삼산회관 판교유스페이스점,"육류,고기",2.8,6,96,경기 성남시 분당구 대왕판교로 660 유스페이스1 A동 지하1층 B108호,삼평동 670,월~토 11:00 ~ 23:00 · 휴게시간 월~토 15:00 ~ 17:00,01026382909,https://place.map.kakao.com/83534309
판교 고깃집,꾸면돼지,"육류,고기",4.8,6,28,경기 성남시 분당구 동판교로 91 백현마을4단지 상가동 1층1110호,백현동 553,매일 16:00 ~ 23:00,0317031026,https://place.map.kakao.com/1402611423
판교 고깃집,고기원칙 판교점,"육류,고기",3.7,6,20,경기 성남시 분당구 대왕판교로 660 유스페이스1 B동 1층 140호,삼평동 670,월~금 16:00 ~ 23:00,0317242811,https://place.map.kakao.com/294526903
판교 고깃집,토평한우소곱창 판교점,"곱창,막창",3.7,7,11,경기 성남시 분당구 대왕판교로 660 유스페이스 A동 1층 121호,삼평동 670,월~금 17:00 ~ 24:00,,https://place.map.kakao.com/26799590
판교 고깃집,봉추찜닭 판교테크노밸리점,닭요리,3.2,11,12,경기 성남시 분당구 대왕판교로 670 유스페이스2관 219호,삼평동 682,월~금 11:00 ~ 20:40 · 휴게시간 월~금 14:30 ~ 16:30,0316286981,https://place.map.kakao.com/17792213
판교 고깃집,토담정육식당,"육류,고기",0.0,0,7,경기 성남시 분당구 판교역로10번길 26 1층,백현동 562,화~일 11:00 ~ 23:00,,https://place.map.kakao.com/1786463993
판교 고깃집,육회한김스지 판교점,"육류,고기",3.0,3,19,경기 성남시 분당구 대왕판교로 660 유스페이스1 1층 123호,삼평동 670,월~금 17:00 ~ 01:00,0317242580,https://place.map.kakao.com/494959137
판교 고깃집,데블스램앤펍 판교점,"육류,고기",2.9,8,0,경기 성남시 분당구 대왕판교로 660 판교테크노벨리 유스페이스 107~8호,삼평동 670,매일 10:00 ~ 01:00,,https://place.map.kakao.com/1436968337
판교 고깃집,원할머니보쌈족발 서판교배달점,"족발,보쌈",3.0,2,10,경기 성남시 분당구 판교공원로5길 3 1층 103호,판교동 619-14,매일 11:00 ~ 24:00,0317031330,https://place.map.kakao.com/1982455896
판교 고깃집,불고기온소반 판교본점,"불고기,두루치기",4.3,15,3,"경기 성남시 분당구 판교역로 240 삼환하이펙스 A동 지하1층 B105,B105-1호",삼평동 678,"월,화,수,목,금,일 11:00 ~ 20:30 · 휴게시간 월,화,수,목,금,일 15:00 ~ 17:00",050255514977,https://place.map.kakao.com/474856640
판교 고깃집,예다온,"육류,고기",3.5,8,38,경기 성남시 분당구 운중로126번길 10,운중동 932-2,매일 11:30 ~ 21:30,0317029222,https://place.map.kakao.com/15951582
판교 고깃집,통큰곱창 분당판교직영점,"곱창,막창",5.0,5,46,경기 성남시 분당구 동판교로 91 백현마을4단지 상가동 B105호,백현동 553,화~일 16:00 ~ 24:00,07046470678,https://place.map.kakao.com/1575851109
판교 고깃집,이치류 아브뉴프랑판교점,"육류,고기",4.7,6,1,경기 성남시 분당구 동판교로177번길 25 2층 202호,삼평동 740,매일 12:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 16:00,0317070650,https://place.map.kakao.com/1550169908
판교 고깃집,규정공 더판교,"육류,고기",4.0,6,4,경기 성남시 분당구 판교로227번길 6 브릿지타워 1층 110호,삼평동 617,월~토 10:00 ~ 22:00 · 휴게시간 월~토 14:30 ~ 16:50,0317021661,https://place.map.kakao.com/2061142071
판교 고깃집,방이옥 판교점,"육류,고기",1.0,1,21,경기 성남시 분당구 대왕판교로 660 1동 2층 209-4호,삼평동 670,,,https://place.map.kakao.com/823682735
판교 고깃집,기대만족 분당판교점,"족발,보쌈",4.2,5,1,경기 성남시 분당구 동판교로 155 A상가동 1층 102호,삼평동 738,매일 11:00 ~ 23:00,050713348464,https://place.map.kakao.com/1726046828
판교 고깃집,닭갈비야,닭요리,3.7,15,15,경기 성남시 분당구 대왕판교로 670 유스페이스 2동 B114호,삼평동 682,월~토 11:00 ~ 22:00 · 휴게시간 월~토 15:00 ~ 17:00,0317013666,https://place.map.kakao.com/1849802249
판교 고깃집,식껍 서판교점,"육류,고기",3.1,9,38,경기 성남시 분당구 운중로126번길 12 1층,운중동 932-3,매일 11:00 ~ 23:00 · 휴게시간 매일 14:00 ~ 17:00,,https://place.map.kakao.com/639912156
판교 고깃집,구구족 분당판교점,"족발,보쌈",,(30),1,경기 성남시 분당구 동판교로 91 백현마을4단지 상가 지하 1층 108호,백현동 553,,0317039982,https://place.map.kakao.com/1783629721
판교 고깃집,소도둑 판교점,"육류,고기",3.0,5,0,경기 성남시 분당구 대왕판교로 660 유스페이스1 163호,삼평동 670,매일 10:00 ~ 22:00,,https://place.map.kakao.com/645383756
판교 고깃집,돼지야미안해,"육류,고기",5.0,1,0,경기 성남시 분당구 대왕판교로606번길 45,삼평동 653,영업시간 월~토 21:00 ~ 05:00,050720841676,https://place.map.kakao.com/509806567
