검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 파스타,비스트로허디거디,이탈리안,5.0,1,0,경기 성남시 분당구 산운로32번길 14,운중동 883-4,,03180173214,https://place.map.kakao.com/693026193
판교 파스타,판교의하루일과,이탈리안,3.5,15,84,경기 성남시 분당구 분당내곡로 131 2층 11호,백현동 534,매일 15:00 ~ 17:00,0316017559,https://place.map.kakao.com/217339810
판교 파스타,구세뻬,이탈리안,3.6,8,4,경기 성남시 분당구 판교로33번길 21 1층,운중동 1028,월~토 10:00 ~ 20:00,,https://place.map.kakao.com/1304927391
판교 파스타,스너그,이탈리안,3.7,3,28,경기 성남시 분당구 운중로113번길 12-2 1층 101호,운중동 980,매일 10:00 ~ 22:00,01072572055,https://place.map.kakao.com/1928774104
판교 파스타,더 키친 일뽀르노 현대백화점 판교점,이탈리안,3.8,6,87,경기 성남시 분당구 판교역로146번길 20 5층,백현동 541,매일 10:30 ~ 21:00,03151701592,https://place.map.kakao.com/160554702
판교 파스타,라빌란치아 이탈리안음식전문점,이탈리안,4.8,5,2,경기 성남시 분당구 판교공원로2길 49 1층,판교동 598-3,월~토 11:00 ~ 22:00,,https://place.map.kakao.com/1564711667
판교 파스타,105파스타 서판교점,이탈리안,4.2,5,3,경기 성남시 분당구 판교공원로5길 3 1층 102호,판교동 619-14,매일 11:30 ~ 22:00,0317070105,https://place.map.kakao.com/266871728
판교 파스타,빔스,이탈리안,4.5,2,0,경기 성남시 분당구 대왕판교로606번길 39 12층 1201호,삼평동 651,,,https://place.map.kakao.com/17154235
판교 파스타,파토리아1964,이탈리안,2.9,7,0,경기 성남시 분당구 판교역로146번길 20 현대백화점 판교점 9층,백현동 541,,03151701938,https://place.map.kakao.com/26945307
판교 파스타,오말리 판교점,이탈리안,0.0,0,0,경기 성남시 분당구 대왕판교로606번길 47,삼평동 655,,0316251232,https://place.map.kakao.com/26797176
판교 파스타,라 피아디나,이탈리안,0.0,0,0,경기 성남시 분당구 판교역로146번길 20,백현동 541,,,https://place.map.kakao.com/27300855
판교 파스타,라디오베이,양식,3.3,102,247,경기 성남시 분당구 판교역로192번길 12 판교미래에셋타워 2층,삼평동 664,매일 15:00 ~ 17:00,03180610773,https://place.map.kakao.com/26628252
판교 파스타,울프스덴,양식,3.4,73,355,경기 성남시 분당구 대왕판교로 660 유스페이스1 2층 215호,삼평동 670,월~금 14:30 ~ 17:30,050714011887,https://place.map.kakao.com/21025190
판교 파스타,판교매일식당 판교본점,"돈까스,우동",3.5,50,81,경기 성남시 분당구 판교역로192번길 14-2 1층,삼평동 660,매일 15:00 ~ 17:00,,https://place.map.kakao.com/26797370
판교 파스타,닥터로빈 시그니처 판교점,양식,3.3,44,"1,249",경기 성남시 분당구 동판교로177번길 25 판교아브뉴프랑 1층 108호,삼평동 740,매일 11:00 ~ 22:00,0317813105,https://place.map.kakao.com/1747475735
판교 파스타,어글리스토브 판교라스트리트점,양식,3.2,41,342,경기 성남시 분당구 판교역로 145 2동 2층 219호,백현동 530,매일 11:00 ~ 21:30,0317068459,https://place.map.kakao.com/1421266432
판교 파스타,리스카페,양식,4.5,140,776,경기 성남시 분당구 판교역로2번길 29 1층,백현동 561-3,매일 15:00 ~ 17:00,01066546300,https://place.map.kakao.com/91157184
판교 파스타,리얼스페인 판교점,양식,3.2,62,135,경기 성남시 분당구 판교역로10번길 12-5 1층,백현동 580-2,월~금 15:30 ~ 17:00,03180173614,https://place.map.kakao.com/27375644
판교 파스타,샤슬릭,양식,3.8,19,152,경기 성남시 분당구 판교공원로2길 45 1층,판교동 599,화~일 15:00 ~ 17:00,03180166262,https://place.map.kakao.com/16065056
판교 파스타,무궁화파이브,디저트카페,4.1,92,795,경기 성남시 분당구 동판교로52번길 9-9 1층,백현동 603-2,매일 09:00 ~ 17:00,0317053367,https://place.map.kakao.com/725464277
판교 파스타,레스토랑마고,이탈리안,4.2,90,161,경기 성남시 분당구 정자일로 230 동양파라곤 105동 지하 103호,정자동 13-1,매일 15:00 ~ 17:00,01045260589,https://place.map.kakao.com/12363566
판교 파스타,더라운지,카페,3.3,22,1,경기 성남시 분당구 서판교로 162 랜드리스타워 1층,판교동 496,매일 10:30 ~ 22:00,03180168059,https://place.map.kakao.com/24165337
판교 파스타,아웃백스테이크하우스 판교점,패밀리레스토랑,1.2,665,303,경기 성남시 분당구 분당내곡로 131 판교테크원 지하1층,백현동 534,매일 11:00 ~ 21:30,0316017401,https://place.map.kakao.com/328132934
판교 파스타,비비,스페인음식,3.7,20,19,경기 성남시 분당구 산운로160번길 12 1층,운중동 969-4,매일 15:00 ~ 17:00,0316096789,https://place.map.kakao.com/1695933174
판교 파스타,매드포갈릭 판교라스트리트점,패밀리레스토랑,3.7,75,101,경기 성남시 분당구 대왕판교로606번길 10 1동 2층 219호,백현동 132-208,매일 11:00 ~ 21:00,0317038920,https://place.map.kakao.com/737486428
판교 파스타,구우트,와인바,4.6,5,135,"경기 성남시 분당구 대왕판교로 670 유스페이스2 A동 지하1층 B109,110호",삼평동 682,월~토 14:00 ~ 17:00,050713970922,https://place.map.kakao.com/663836122
판교 파스타,아르틴,양식,3.4,23,167,경기 성남시 분당구 대왕판교로606번길 58 판교푸르지오월드마크 1층 107호,삼평동 741,화~일 10:00 ~ 22:00,01089962243,https://place.map.kakao.com/695897208
판교 파스타,탭퍼블릭 판교점,"호프,요리주점",3.4,51,181,경기 성남시 분당구 분당내곡로 131 판교테크원타워 1층,백현동 534,월~토 11:00 ~ 24:00,0316017549,https://place.map.kakao.com/1784636349
판교 파스타,오리지널팬케이크하우스 판교점,양식,3.8,86,747,경기 성남시 분당구 분당내곡로 131 판교테크원타워 1층 5-1호,백현동 534,월~금 09:00 ~ 21:00,0316017451,https://place.map.kakao.com/187050325
판교 파스타,해미옥 판교점,"해물,생선",4.8,31,414,경기 성남시 분당구 대왕판교로606번길 41 지하1층 B01호,삼평동 652,월~토 14:50 ~ 17:00,0317090728,https://place.map.kakao.com/1241366357
판교 파스타,목탄장 판교점,"호프,요리주점",3.7,25,111,경기 성남시 분당구 분당내곡로 155 KCC웰츠타워 1층 102호,삼평동 657,영업시간 매일 17:00 ~ 23:00,07075434339,https://place.map.kakao.com/1117026002
판교 파스타,메이빌 분당점,이탈리안,4.0,58,84,경기 성남시 분당구 서현로210번길 16 유성트윈프라자 2층,서현동 248-4,매일 11:30 ~ 21:30,0317054267,https://place.map.kakao.com/25046834
판교 파스타,헤비스테이크 판교테크노밸리점,"스테이크,립",3.6,16,37,경기 성남시 분당구 판교역로 231 에이치스퀘어에스동 1층 107호,삼평동 680,매일 11:00 ~ 21:00,0317893909,https://place.map.kakao.com/783044705
판교 파스타,정희 판교아브뉴프랑점,양식,3.0,66,849,경기 성남시 분당구 동판교로177번길 25 1층 150호,삼평동 740,매일 11:00 ~ 21:00,07041517778,https://place.map.kakao.com/1292159128
판교 파스타,제로투나인,"스테이크,립",4.1,21,41,경기 성남시 분당구 운중로146번길 19-3,운중동 1021-2,매일 15:00 ~ 17:30,0317026625,https://place.map.kakao.com/610995612
판교 파스타,올드스탠드,"호프,요리주점",3.9,14,44,경기 성남시 분당구 판교역로10번길 27 1층,백현동 564-2,화~금 16:00 ~ 23:00,0317039707,https://place.map.kakao.com/20605443
판교 파스타,카페 악토버,카페,4.6,11,139,경기 성남시 분당구 동판교로52번길 9 1층,백현동 605,"월,화,수,금,토,일 11:00 ~ 17:00",,https://place.map.kakao.com/1939739739
판교 파스타,피자헛 분당백현점,피자,3.5,10,6,경기 성남시 분당구 동판교로52번길 11,백현동 605-11,매일 11:00 ~ 23:00,03180178770,https://place.map.kakao.com/708600252
판교 파스타,비앙또아,양식,3.4,60,287,경기 성남시 분당구 동판교로177번길 25 판교아브뉴프랑 1층 127호,삼평동 740,매일 10:00 ~ 21:00,0317071088,https://place.map.kakao.com/730524741
판교 파스타,토브나인,이탈리안,4.1,34,95,"경기 성남시 수정구 사송로 56 1,2층",사송동 562-3,매일 15:00 ~ 17:00,07088709990,https://place.map.kakao.com/904259567
판교 파스타,데이빗앤룰스 판교점,"스테이크,립",,(30),94,경기 성남시 분당구 판교로319번길 13 지하1층 B101~B103호,삼평동 691,매일 15:00 ~ 17:30,0316028915,https://place.map.kakao.com/43391333
판교 파스타,엠오엠,퓨전일식,3.6,19,746,경기 성남시 분당구 판교역로 145 알파리움타워 2동 1층 126~128호,백현동 530,매일 15:00 ~ 17:00,,https://place.map.kakao.com/670306052
판교 파스타,풍류 더 블랙,일식,,(30),30,경기 성남시 분당구 대왕판교로606번길 39 럭스타워 지하1층,삼평동 651,영업시간 월~금 17:00 ~ 24:00,01040307311,https://place.map.kakao.com/1680634635
판교 파스타,메종드도쿄,일식,4.1,7,25,경기 성남시 분당구 판교로25번길 16 1층,운중동 1030-3,월~토 15:00 ~ 17:00,0317051030,https://place.map.kakao.com/359132007
판교 파스타,메리가든 판교,양식,,(30),235,경기 성남시 분당구 판교역로 10 1층,백현동 581-7,매일 11:00 ~ 21:00,0317815090,https://place.map.kakao.com/1097499021
판교 파스타,오늘와인한잔 판교역점,와인바,2.9,16,9,"경기 성남시 분당구 대왕판교로606번길 45 판교역푸르지오시티오피스텔 1층 103,104호",삼평동 653,영업시간 매일 17:00 ~ 02:00,,https://place.map.kakao.com/140099846
판교 파스타,카페소시올로지,양식,4.6,26,101,경기 성남시 분당구 판교역로 145 라스트리트 1층,백현동 530,월~금 10:00 ~ 22:00 · 휴게시간 월~금 17:00 ~ 18:00,0317083737,https://place.map.kakao.com/1495624881
판교 파스타,피제리아살레르노 서판교점,피자,4.4,14,243,경기 성남시 분당구 판교공원로3길 35,판교동 616-6,매일 15:00 ~ 17:00,,https://place.map.kakao.com/1363058678
판교 파스타,저스트 기네스,"호프,요리주점",4.7,9,41,경기 성남시 분당구 대왕판교로606번길 45 판교푸르지오시티 119호,삼평동 653,영업시간 월~토 17:00 ~ 01:00,0317068259,https://place.map.kakao.com/518768685
판교 파스타,야키토리잔잔 판교점,일본식주점,4.4,15,44,경기 성남시 분당구 분당내곡로 151 1층 107~109호,삼평동 656,영업시간 월~목 17:00 ~ 01:00,,https://place.map.kakao.com/1370916394
판교 파스타,어슬청담 판교아브뉴프랑점,퓨전한식,3.9,9,108,경기 성남시 분당구 동판교로177번길 25 판교호반써밋플레이스 2층 221호,삼평동 740,매일 15:00 ~ 17:00,0317786997,https://place.map.kakao.com/1354907505
판교 파스타,함바그집,양식,4.2,5,45,경기 성남시 분당구 대왕판교로 660 유스페이스1 1층 132호,삼평동 670,월~토 14:30 ~ 17:00,,https://place.map.kakao.com/1028385638
판교 파스타,돈파스타,이탈리안,3.9,89,64,경기 성남시 분당구 황새울로342번길 11 금호리빙스텔 2층 201호,서현동 250-4,영업시간 화~금 11:30 ~ 15:00,0317012155,https://place.map.kakao.com/8256228
판교 파스타,올덴그레이,양식,,(30),132,경기 성남시 분당구 동판교로52번길 17-5 1층,백현동 592-3,매일 15:00 ~ 17:00,07043889689,https://place.map.kakao.com/1198712885
판교 파스타,핑거크로스,양식,4.1,36,395,경기 성남시 분당구 동판교로177번길 25 판교호반써밋플레이스 1층 114호,삼평동 740,매일 10:00 ~ 21:00,0317019588,https://place.map.kakao.com/1687393457
판교 파스타,롤링파스타 서현역점,이탈리안,4.4,34,184,경기 성남시 분당구 분당로53번길 14 서현프라자 2층,서현동 268-4,월~금 15:00 ~ 17:00,0317073547,https://place.map.kakao.com/1224929032
판교 파스타,무튼,카페,3.2,10,205,경기 성남시 분당구 동판교로52번길 13-10 1층,백현동 593-4,월~금 10:30 ~ 20:00,,https://place.map.kakao.com/1515794946
판교 파스타,노모어피자 판교점,피자,4.7,3,20,경기 성남시 분당구 대왕판교로606번길 58 1층 109호,삼평동 741,매일 10:00 ~ 02:00,,https://place.map.kakao.com/1037132376
판교 파스타,칠리로29 판교점,양식,4.7,10,91,경기 성남시 분당구 판교공원로1길 69 1층 101호,판교동 602-1,수요일,0317786463,https://place.map.kakao.com/817384546
판교 파스타,브루클린,피자,3.8,24,8,"경기 성남시 분당구 대왕판교로 670 유스페이스2 A동 1층 106호, 107호",삼평동 682,월~금 15:00 ~ 17:00,0316286399,https://place.map.kakao.com/25160282
판교 파스타,멀멀 판교,양식,5.0,1,28,경기 성남시 분당구 판교역로2번길 6 태훈빌딩 1층,백현동 583-4,매일 10:00 ~ 18:00,07088220313,https://place.map.kakao.com/2106449451
판교 파스타,잭슨피자 판교점,피자,4.2,16,34,경기 성남시 분당구 동판교로177번길 25 판교호반써밋플레이스 1층 149호,삼평동 740,매일 11:00 ~ 22:00,0317060717,https://place.map.kakao.com/65140588
판교 파스타,오션문,양식,4.1,9,65,경기 성남시 분당구 운중로146번길 15-4 1층,운중동 1021-5,매일 10:00 ~ 24:00,,https://place.map.kakao.com/825429050
판교 파스타,스윗,카페,3.7,7,58,"경기 성남시 분당구 운중로146번길 11 지하1층,1층",운중동 1020-4,화~금 09:00 ~ 17:00,0317079949,https://place.map.kakao.com/672741488
판교 파스타,샐러디 서판교점,샐러드,4.9,7,15,경기 성남시 분당구 운중로 129 마크시티옐로우 1층 110호,운중동 963,월~금 09:00 ~ 21:00,0316071709,https://place.map.kakao.com/1236048790
판교 파스타,굽네치킨 서판교점,치킨,3.5,10,1,경기 성남시 분당구 운중로178번길 1 1층 107호,운중동 1018-4,수 11:30 ~ 23:00,0317099294,https://place.map.kakao.com/12591574
판교 파스타,픽유어온샐러드,샐러드,4.3,33,19,경기 성남시 분당구 판교역로 240 삼환하이펙스 A동 1층 120호,삼평동 678,월~목 08:40 ~ 20:00,0316984555,https://place.map.kakao.com/27412182
판교 파스타,피자헛 판교중앙점,피자,2.3,3,4,경기 성남시 분당구 운중로 237,판교동 621-4,매일 11:00 ~ 23:00,0317240503,https://place.map.kakao.com/852728852
판교 파스타,스튜디오지구,"호프,요리주점",4.6,17,18,경기 성남시 분당구 대왕판교로 660 유스페이스1 지하1층 116호,삼평동 670,월~금 14:00 ~ 17:30,0316281000,https://place.map.kakao.com/1733023794
판교 파스타,비스트로42,양식,4.0,1,44,경기 성남시 분당구 판교역로192번길 12 2층 202호,삼평동 664,영업시간 월~토 17:00 ~ 24:00,03180610711,https://place.map.kakao.com/426478575
판교 파스타,더테라스LA,양식,3.5,4,111,경기 성남시 분당구 판교역로 138 1층,백현동 539-1,영업시간 화~일 17:00 ~ 24:00,,https://place.map.kakao.com/510847644
판교 파스타,퀴즈노스 랩 판교테크노밸리점,샌드위치,3.1,14,43,"경기 성남시 분당구 대왕판교로 660 유스페이스1 111,112호",삼평동 670,월~금 08:00 ~ 21:00,0317242724,https://place.map.kakao.com/1004302804
판교 파스타,연어로만 운중동점,일식,4.1,7,9,경기 성남시 분당구 운중로 128 1층,운중동 944,월~토 10:00 ~ 20:00 · 휴게시간 월~토 15:00 ~ 16:30,,https://place.map.kakao.com/1692341271
판교 파스타,루카즈,"멕시칸,브라질",3.4,9,52,경기 성남시 분당구 판교역로 6-5 1층,백현동 581-3,수~일 15:30 ~ 17:30,,https://place.map.kakao.com/427099595
판교 파스타,오시,양식,5.0,4,779,경기 성남시 분당구 동판교로52번길 21-2,백현동 589-1,화~일 15:00 ~ 17:00,,https://place.map.kakao.com/629342981
판교 파스타,아프레,양식,,(30),73,경기 성남시 분당구 판교로25번길 18-4 1층,운중동 1030-5,수요일,050371504636,https://place.map.kakao.com/1753282821
판교 파스타,콘노이,와인바,4.0,8,20,경기 성남시 분당구 운중로138번길 24-1 1층,운중동 931-3,영업시간 매일 17:00 ~ 24:00,050713260064,https://place.map.kakao.com/199465668
판교 파스타,다크앤라이트,이탈리안,4.5,14,162,경기 성남시 수정구 달래내로 252 2층,금토동 51-1,수~일 15:00 ~ 17:30,0317088730,https://place.map.kakao.com/1750021173
판교 파스타,굽네치킨 동판교점,치킨,2.4,14,3,경기 성남시 분당구 동판교로 155 봇들마을7단지아파트 상가동 1층 105호,삼평동 738,매일 09:00 ~ 01:40,0317019293,https://place.map.kakao.com/1539399430
판교 파스타,사라베스 현대백화점판교점,"제과,베이커리",2.6,18,17,경기 성남시 분당구 판교역로146번길 20 2층,백현동 541,월~목 10:30 ~ 20:00,03151701234,https://place.map.kakao.com/26945152
판교 파스타,투고샐러드 판교유스페이스점,샐러드,5.0,3,16,경기 성남시 분당구 대왕판교로 660 유스페이스1 B동 2층 230호,삼평동 670,월~금 08:00 ~ 20:00,0317242588,https://place.map.kakao.com/443269127
판교 파스타,원즈오운 판교,양식,5.0,8,94,경기 성남시 분당구 동판교로52번길 9 1층,백현동 605,월~토 10:30 ~ 21:00,01048593190,https://place.map.kakao.com/1901072708
판교 파스타,일로이 키친,양식,3.2,6,73,경기 성남시 분당구 판교공원로3길 10 1층,판교동 614-9,"화,수 09:00 ~ 18:00",0317041124,https://place.map.kakao.com/1992463433
판교 파스타,이치노야,일식,5.0,3,13,경기 성남시 분당구 판교역로241번길 22,삼평동 684,월~금 14:00 ~ 17:00,,https://place.map.kakao.com/878165384
판교 파스타,미도인 판교테크원,일식,3.3,56,"1,334",경기 성남시 분당구 분당내곡로 131 판교테크원 지하1층 31호,백현동 534,매일 11:00 ~ 21:00,0316017407,https://place.map.kakao.com/1453710080
판교 파스타,피자스쿨,피자,5.0,9,6,경기 성남시 분당구 운중로 128 1층,운중동 944,,0317090303,https://place.map.kakao.com/25104553
판교 파스타,피자스쿨 판교백현마을점,피자,5.0,9,3,경기 성남시 분당구 동판교로 58 나이스프라자 1층,백현동 602,매일 11:00 ~ 21:40,0317041566,https://place.map.kakao.com/13055479
판교 파스타,몽델리부티크,이탈리안,3.6,11,222,경기 성남시 분당구 백현로 26 더블트리 바이힐튼호텔 판교 지하1층 2호,정자동 3-2,매일 10:00 ~ 22:00,,https://place.map.kakao.com/1728977187
판교 파스타,비눔,와인바,5.0,7,143,경기 성남시 분당구 대왕판교로 660 유스페이스1 지하1층 B106호,삼평동 670,월~금 14:00 ~ 17:00,050714356693,https://place.map.kakao.com/224825790
판교 파스타,정직유부 판교점,"초밥,롤",5.0,1,1,경기 성남시 분당구 대왕판교로606번길 31 1층 123호,삼평동 647,매일 10:30 ~ 21:00,0317057911,https://place.map.kakao.com/1200879024
판교 파스타,샐러디 판교테크노밸리점,샐러드,2.2,13,20,경기 성남시 분당구 대왕판교로 670 1층 114호,삼평동 682,월~금 08:00 ~ 20:30,0317398687,https://place.map.kakao.com/219384318
판교 파스타,아르고,양식,4.8,15,15,경기 성남시 분당구 판교역로 145 알파리움 2동 117호,백현동 530,영업시간 월~금 17:00 ~ 23:30,0317011114,https://place.map.kakao.com/2119448589
판교 파스타,호화식탁 서판교,퓨전요리,4.0,3,13,경기 성남시 분당구 판교로25번길 18-6 1층,운중동 1030-6,월~금 15:00 ~ 17:00,,https://place.map.kakao.com/1810971179
판교 파스타,식스밀 판교H스퀘어점,샐러드,3.6,8,7,경기 성남시 분당구 판교역로 235 N동 1층 104호,삼평동 681,매일 11:00 ~ 20:00,03116616667,https://place.map.kakao.com/999406482
판교 파스타,올레샐러드,샐러드,5.0,3,16,경기 성남시 분당구 대왕판교로 660,삼평동 670,월~금 11:00 ~ 21:00,0316281475,https://place.map.kakao.com/1665658155
판교 파스타,삐에뜨라,양식,3.4,11,133,경기 성남시 분당구 판교역로2번길 5 101호,백현동 582-4,화~일 15:00 ~ 17:00,0317813080,https://place.map.kakao.com/2008482226
판교 파스타,호화식탁,퓨전한식,5.0,2,11,경기 성남시 분당구 판교공원로3길 4 1층,판교동 613-3,매일 11:00 ~ 22:00,,https://place.map.kakao.com/315881514
판교 파스타,반올림피자 판교점,피자,5.0,3,2,경기 성남시 분당구 판교공원로1길 3 1층 101호,판교동 612-3,매일 12:00 ~ 23:00,0317047773,https://place.map.kakao.com/1900750945
판교 파스타,샐러디 판교역점,샐러드,0.0,0,3,"경기 성남시 분당구 대왕판교로606번길 58 1-20, 29호",삼평동 741,,,https://place.map.kakao.com/1602810018
판교 파스타,미츠스테이크 서현,이탈리안,4.4,8,121,경기 성남시 분당구 분당로53번길 11 서원플라자 5층,서현동 269,매일 15:00 ~ 17:00,0317086617,https://place.map.kakao.com/850763102
판교 파스타,프레퍼스다이어트푸드 판교점,한식,1.9,8,27,경기 성남시 분당구 판교역로 231,삼평동 680,매일 10:00 ~ 22:00,050720838506,https://place.map.kakao.com/232654184
판교 파스타,라그릴리아 롯데백화점분당점,이탈리안,3.9,21,30,경기 성남시 분당구 황새울로200번길 45 1층,수내동 14,매일 10:30 ~ 21:00,0317382051,https://place.map.kakao.com/1976900339
판교 파스타,낙원테산도 현대백화점 판교점,퓨전일식,,(30),254,경기 성남시 분당구 판교역로146번길 20 5층,백현동 541,매일 11:00 ~ 21:00,03151701527,https://place.map.kakao.com/285922597
판교 파스타,차차식당,일식,4.2,6,23,경기 성남시 분당구 판교역로 240 삼환하이펙스 A동 지하1층 B-119-1호,삼평동 678,월~목 14:00 ~ 17:00,,https://place.map.kakao.com/1881224994
판교 파스타,카사준,양식,0.0,0,30,경기 성남시 분당구 판교공원로2길 46-1 1층,판교동 600,,,https://place.map.kakao.com/1544244478
판교 파스타,스파게티스토리,이탈리안,3.3,22,10,경기 성남시 분당구 서현로210번길 16 1층,서현동 248-4,월~금 11:00 ~ 21:00 · 휴게시간 매일 14:30 ~ 15:00,07088352302,https://place.map.kakao.com/182967823
판교 파스타,루체까사,양식,5.0,1,3,경기 성남시 분당구 판교역로18번길 2,백현동 577-8,,,https://place.map.kakao.com/1737225751
판교 파스타,남자피자 판교백현점,피자,2.0,2,0,경기 성남시 분당구 동판교로 122,백현동 545,월~토 10:50 ~ 22:50,,https://place.map.kakao.com/26799093
판교 파스타,파스타테이블,이탈리안,4.8,19,21,경기 성남시 분당구 분당로53번길 21 산호프라자 2층 207호,서현동 269-1,화~일 15:00 ~ 17:00,050255502093,https://place.map.kakao.com/1559224388
판교 파스타,105파스타,이탈리안,4.3,12,10,경기 성남시 분당구 양현로 126 1층,이매동 115-1,화~일 11:30 ~ 20:40,0317079105,https://place.map.kakao.com/21230038
판교 파스타,미태리 분당아름마을점,이탈리안,5.0,3,24,경기 성남시 분당구 판교로 441 남서울프라자 1층 110호,야탑동 533-5,매일 11:00 ~ 21:00,0317037333,https://place.map.kakao.com/487935365
판교 파스타,파스타마마 수내점,이탈리안,3.4,11,7,경기 성남시 분당구 백현로101번길 16 1층,수내동 19-4,월~금 10:00 ~ 20:00,0317123700,https://place.map.kakao.com/1713910576
판교 파스타,구전동화 판교점,양식,2.0,1,3,경기 성남시 분당구 동판교로177번길 25 지하1층 비101호,삼평동 740,,,https://place.map.kakao.com/1353062713
판교 파스타,남자피자 판교점,피자,0.0,0,0,경기 성남시 분당구 서판교로 160,판교동 497,,,https://place.map.kakao.com/1131611917
판교 파스타,몬테쿠치나,이탈리안,0.0,0,0,경기 성남시 분당구 안양판교로828번길 20,운중동 411,,03180160987,https://place.map.kakao.com/253007061
판교 파스타,올데이파스타,이탈리안,0.0,0,0,경기 성남시 분당구 황새울로319번길 6 텍스타워 지하1층 B107호,서현동 272-3,,,https://place.map.kakao.com/692432950
판교 파스타,어퍼그레이 AK플라자 분당점,이탈리안,4.5,2,22,경기 성남시 분당구 황새울로360번길 42 7층,서현동 263,매일 11:00 ~ 20:30,03180232700,https://place.map.kakao.com/49196238
