검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 브런치카페,푸른언덕,양식,3.3,6,19,"경기 성남시 수정구 사송로80번길 23 1,2층",사송동 520-10,월~토 10:00 ~ 20:00,,https://place.map.kakao.com/17411335
판교 브런치카페,파네트리김영모,"제과,베이커리",3.6,153,648,경기 성남시 수정구 설개로14번길 23,시흥동 81-2,매일 09:00 ~ 22:00,0317411110,https://place.map.kakao.com/936827070
판교 브런치카페,올가정원,카페,4.0,9,19,경기 성남시 수정구 사송로 76,사송동 546-18,매일 10:00 ~ 21:00,,https://place.map.kakao.com/27528617
판교 브런치카페,토브나인,이탈리안,4.1,34,95,"경기 성남시 수정구 사송로 56 1,2층",사송동 562-3,매일 15:00 ~ 17:00,07088709990,https://place.map.kakao.com/904259567
판교 브런치카페,버터핑거팬케익스 정자동점,양식,3.5,63,104,경기 성남시 분당구 정자일로 239 아이파크 1단지 101동 상가 105호,정자동 9,월~금 09:00 ~ 18:00,0317859994,https://place.map.kakao.com/7895648
판교 브런치카페,카페드로잉,카페,2.8,56,393,경기 성남시 분당구 정자일로 220 동양파라곤 1층,정자동 14-1,매일 09:30 ~ 23:30,0317184308,https://place.map.kakao.com/25648863
판교 브런치카페,리스카페 정자,양식,4.3,75,952,경기 성남시 분당구 정자일로 210 1층 120호,정자동 14-3,매일 10:00 ~ 20:00,,https://place.map.kakao.com/851491412
판교 브런치카페,37.5 분당수내점,디저트카페,1.4,5,60,경기 성남시 분당구 수내로 39 지웰푸르지오 상가 2층,수내동 1-1,매일 15:30 ~ 17:00,0317113705,https://place.map.kakao.com/1481655079
판교 브런치카페,젠젠 분당점,디저트카페,4.0,32,771,"경기 성남시 분당구 분당로53번길 15 산호트윈스 3층 308, 309호",서현동 269-3,매일 11:00 ~ 21:30,0317015207,https://place.map.kakao.com/514649777
판교 브런치카페,브런치빈 분당서현점,카페,2.7,7,136,경기 성남시 분당구 분당로53번길 16 정일빌딩 4층 402호,서현동 268-3,매일 09:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 16:30,0317787420,https://place.map.kakao.com/1175489979
판교 브런치카페,로우테라스,양식,4.1,40,276,경기 성남시 수정구 청계산로5길 8 1층,고등동 611-4,화~금 15:00 ~ 17:00,07086913028,https://place.map.kakao.com/505222544
판교 브런치카페,대한민국명장김영모 다이닝테이블,"제과,베이커리",4.2,9,218,경기 성남시 수정구 설개로14번길 25,시흥동 75-11,매일 09:00 ~ 21:00,0317221120,https://place.map.kakao.com/1819967305
판교 브런치카페,뮤징,디저트카페,0.0,0,13,경기 성남시 분당구 대왕판교로 334 3층,궁내동 291-11,매일 11:00 ~ 22:00,,https://place.map.kakao.com/1900762664
판교 브런치카페,유캔두잇 분당수내점,커피전문점,3.8,5,34,경기 성남시 분당구 수내로 39 1층 123호,수내동 1-1,월~금 08:00 ~ 22:00,0316255620,https://place.map.kakao.com/1203659504
판교 브런치카페,카페엠,카페,3.8,16,59,경기 성남시 분당구 정자일로213번길 18 성원상떼뷰리젠시 201동 1층 105호,정자동 12-2,매일 11:00 ~ 23:00,,https://place.map.kakao.com/566006368
판교 브런치카페,콩킨누스,양식,5.0,98,172,"경기 성남시 수정구 청계산로 752 101~104, 116호",고등동 608-1,월~금 14:30 ~ 17:30,0317520009,https://place.map.kakao.com/1698662
판교 브런치카페,소공원 롯데백화점 분당점,테마카페,5.0,1,0,경기 성남시 분당구 황새울로200번길 45 3층,수내동 14,,0317382366,https://place.map.kakao.com/299310830
판교 브런치카페,카페온더데스크,카페,3.5,35,123,경기 성남시 분당구 서현로237번길 3 1층,서현동 85-1,매일 10:30 ~ 22:00,0317093355,https://place.map.kakao.com/2055459555
판교 브런치카페,델리카운터213,양식,4.6,13,71,경기 성남시 분당구 정자일로213번길 10 성원상떼뷰리젠시 101동 1층 108호,정자동 12-3,화~토 09:30 ~ 22:00,0317080708,https://place.map.kakao.com/201690486
판교 브런치카페,데이원 분당서현점,카페,,(30),75,경기 성남시 분당구 황새울로359번길 11 미래에셋플레이스 1층 102호,서현동 254-1,월~금 07:00 ~ 21:00,0317011124,https://place.map.kakao.com/1095686679
판교 브런치카페,카페랄로 판교점,카페,,(30),451,경기 성남시 분당구 하오개로 246,운중동 552,매일 10:00 ~ 22:00,0317095711,https://place.map.kakao.com/17646024
판교 브런치카페,그랜마스 정자직영점,양식,3.7,21,76,"경기 성남시 분당구 정자일로 197 1층 116, 117호",정자동 16-2,월~금 09:00 ~ 19:30,0317125535,https://place.map.kakao.com/2048441278
판교 브런치카페,아볼롱떼,테마카페,5.0,3,18,경기 성남시 분당구 탄천로 27,이매동 146-5,"수,일요일",,https://place.map.kakao.com/905592584
판교 브런치카페,카랑코에,커피전문점,3.9,14,79,경기 성남시 분당구 쇳골로 70-1 아셈메디칼빌딩2 1층,금곡동 24-8,매일 10:00 ~ 21:00,0317117924,https://place.map.kakao.com/2025979424
판교 브런치카페,살롱드사송,카페,3.0,6,36,"경기 성남시 수정구 탄천로307번길 10 1,2층",사송동 624-11,매일 10:00 ~ 22:00,0317562225,https://place.map.kakao.com/892788676
판교 브런치카페,러셀브런치,샌드위치,4.0,25,98,경기 성남시 분당구 서현로237번길 24-7 1층,서현동 82-7,"월,수,목,금,토,일 09:00 ~ 20:00",01099778472,https://place.map.kakao.com/913357829
판교 브런치카페,식구,퓨전한식,3.7,16,58,경기 성남시 분당구 쇳골로 50 1층,금곡동 35-25,매일 15:00 ~ 17:00,0317137288,https://place.map.kakao.com/446755644
판교 브런치카페,카페보꾸,"제과,베이커리",4.3,19,140,경기 성남시 분당구 서현로237번길 5 1층,서현동 85,화~일 12:00 ~ 20:00,01084424959,https://place.map.kakao.com/851653957
판교 브런치카페,벙크오프,카페,,(30),192,경기 성남시 수정구 고등로1길 12 1층,고등동 573-9,화~일 12:00 ~ 24:00,050714900803,https://place.map.kakao.com/92879973
판교 브런치카페,이디야커피 궁내크리스탈DI점,커피전문점,4.5,4,58,경기 성남시 분당구 대왕판교로 221 동일빌딩 1층,궁내동 198-4,월~토 07:00 ~ 22:00,03180239660,https://place.map.kakao.com/1949358509
판교 브런치카페,멜랑,양식,4.3,21,90,경기 성남시 분당구 야탑로111번길 5-3 1층,야탑동 368-6,매일 15:00 ~ 17:00,0317787109,https://place.map.kakao.com/2049370151
판교 브런치카페,카페콩,음식점,4.8,4,0,경기 성남시 분당구 내정로174번길 6,수내동 58-5,,0317140602,https://place.map.kakao.com/2055368260
판교 브런치카페,코그노센티,양식,,(30),145,경기 성남시 수정구 고등로1길 20 1층,고등동 574-15,수요일,01022227161,https://place.map.kakao.com/102338378
판교 브런치카페,빈앤빈즈,카페,2.3,4,15,경기 성남시 분당구 새마을로7번길 5 1층,서현동 77-5,월~토 16:00 ~ 02:00,,https://place.map.kakao.com/1885861729
판교 브런치카페,마이페이보릿네이버,양식,3.2,37,210,경기 성남시 분당구 판교대장로4길 22 1층 102호,대장동 244-1,월~목 09:00 ~ 17:00,,https://place.map.kakao.com/2113109499
판교 브런치카페,콜빈스,카페,4.7,9,7,경기 성남시 분당구 판교대장로4길 12-3 1층,대장동 244-1,월~금 09:00 ~ 18:00,0317122513,https://place.map.kakao.com/1370036202
판교 브런치카페,델리슈샤,양식,3.4,13,103,경기 성남시 분당구 정자일로 136 정자역엠코헤리츠 3단지 1층 C109호,정자동 166-2,매일 09:30 ~ 18:00,,https://place.map.kakao.com/2032058841
판교 브런치카페,카페마더후드,카페,0.0,0,1,경기 성남시 분당구 운중로166번길 6 1층 101호,운중동 1023,,01031465770,https://place.map.kakao.com/1570494573
판교 브런치카페,카페브런치,카페,0.0,0,0,경기 성남시 분당구 방아로 29 2층,이매동 82-22,월~금 10:30 ~ 21:00,,https://place.map.kakao.com/14749850
판교 브런치카페,샐러드나인,샐러드,5.0,5,1,경기 성남시 분당구 판교공원로2길 32 1층,판교동 586-2,"월,화,수,목,토,일 15:00 ~ 17:00",0317081358,https://place.map.kakao.com/1006403761
판교 브런치카페,콜드앤브런치,카페,0.0,0,0,경기 성남시 수정구 대왕판교로 815 판교창조경제밸리 기업지원허브 1층 110호,시흥동 285-2,,,https://place.map.kakao.com/584031397
판교 브런치카페,갤러리카페다미안,갤러리카페,3.7,3,4,경기 성남시 분당구 쇳골로 64 2층,금곡동 35-33,"화,수,목,토 10:00 ~ 17:00",0317180188,https://place.map.kakao.com/11834519
판교 브런치카페,프랑제리 NC야탑점,카페,4.1,10,115,경기 성남시 분당구 야탑로81번길 11 8층,야탑동 357-1,매일 10:00 ~ 21:00,0316079902,https://place.map.kakao.com/2131936977
