검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 다이닝바,와인바벨벳,와인바,0.0,0,0,경기 성남시 분당구 서현로 184 LG에클라트 214호,서현동 251-3,,,https://place.map.kakao.com/10624357
판교 다이닝바,Y바,와인바,0.0,0,0,경기 성남시 분당구 황새울로258번길 32,수내동 7-6,,,https://place.map.kakao.com/21385484
판교 다이닝바,와인크래프트 비어바,"호프,요리주점",0.0,0,0,경기 성남시 분당구 판교역로146번길 20 현대백화점 판교점 지하1층,백현동 541,,,https://place.map.kakao.com/26945078
판교 다이닝바,루프일레븐(ROOF11),술집,4.6,85,128,경기 성남시 분당구 판교역로192번길 16 판교타워 11층 1101호,삼평동 662,영업시간 월~토 18:00 ~ 02:00,3180171300.0,https://place.map.kakao.com/24165164
판교 다이닝바,벙크오프,카페,,(30),192,경기 성남시 수정구 고등로1길 12 1층,고등동 573-9,화~일 12:00 ~ 24:00,50714900803.0,https://place.map.kakao.com/92879973
판교 다이닝바,제로비티 그래비티 서울 판교,칵테일바,3.1,7,91,경기 성남시 분당구 판교역로146번길 2 그래비티타워 1층,백현동 538,매일 07:30 ~ 23:00,315394810.0,https://place.map.kakao.com/960165871
판교 다이닝바,엔젤스셰어,칵테일바,,(30),126,경기 성남시 분당구 판교역로10번길 12-6 101호,백현동 580-6,영업시간 매일 19:00 ~ 03:00,317023551.0,https://place.map.kakao.com/24767187
판교 다이닝바,잇트,칵테일바,4.3,21,55,경기 성남시 분당구 대왕판교로606번길 10 107호,백현동 531,영업시간 매일 18:00 ~ 03:00,317062789.0,https://place.map.kakao.com/95342561
판교 다이닝바,닙스,칵테일바,0.0,0,6,경기 성남시 분당구 산운로160번길 22 105호,운중동 972-3,영업시간 월~토 18:00 ~ 02:00,316042024.0,https://place.map.kakao.com/1688716497
판교 다이닝바,프로짓,칵테일바,5.0,7,238,경기 성남시 분당구 판교역로 136 힐스테이트판교역 지하1층 오렌지존 B1029호,백현동 540,"월,화,수,목,일 17:30 ~ 01:30",7043340219.0,https://place.map.kakao.com/826895498
판교 다이닝바,웨스턴 소마,칵테일바,4.8,6,23,경기 성남시 분당구 대왕판교로 660 1층 114호,삼평동 670,영업시간 월~금 19:00 ~ 02:00,1051067012.0,https://place.map.kakao.com/740165557
판교 다이닝바,와이키키,칵테일바,4.7,3,2,경기 성남시 분당구 판교로319번길 13 디테라스 107호,삼평동 691,영업시간 월~토 19:00 ~ 02:00,317070107.0,https://place.map.kakao.com/816163314
판교 다이닝바,타임,칵테일바,5.0,2,4,경기 성남시 분당구 판교공원로2길 42 지하1층,판교동 600-4,영업시간 화~토 19:00 ~ 01:00,1089867888.0,https://place.map.kakao.com/1027814787
판교 다이닝바,몰트바소마,칵테일바,3.0,2,23,경기 성남시 분당구 대왕판교로 660 유스페이스1 B동 3층 326호,삼평동 670,영업시간 월~금 19:00 ~ 02:00,1083300999.0,https://place.map.kakao.com/992648063
판교 다이닝바,퀸바,칵테일바,0.0,0,0,경기 성남시 분당구 판교로319번길 13,삼평동 691,,,https://place.map.kakao.com/730040700
판교 다이닝바,끌로에바,칵테일바,0.0,0,0,경기 성남시 분당구 판교역로192번길 14-1,삼평동 661,,,https://place.map.kakao.com/221914525
판교 다이닝바,어썸스테이지,칵테일바,0.0,0,2,경기 성남시 분당구 동판교로52번길 17-9 지하1층,백현동 592-5,,,https://place.map.kakao.com/2099766041
판교 다이닝바,바코드,칵테일바,1.0,2,0,경기 성남시 분당구 판교역로192번길 22,삼평동 659,,,https://place.map.kakao.com/294940873
판교 다이닝바,설레임바,칵테일바,0.0,0,0,경기 성남시 분당구 대왕판교로606번길 45 2층,삼평동 653,,,https://place.map.kakao.com/489936925
판교 다이닝바,바비,칵테일바,0.0,0,0,"경기 성남시 분당구 대왕판교로606번길 45 판교역 푸르지오시티 3층 301, 302호",삼평동 653,,,https://place.map.kakao.com/795450700
판교 다이닝바,문바,칵테일바,0.0,0,0,경기 성남시 분당구 분당내곡로 151,삼평동 656,,,https://place.map.kakao.com/1536153013
판교 다이닝바,디얼위스키,칵테일바,0.0,0,0,경기 성남시 분당구 대왕판교로 660 유스페이스1 230호,삼평동 670,영업시간 월~금 19:00 ~ 03:00,,https://place.map.kakao.com/594662488
판교 다이닝바,퍼니붐,칵테일바,4.7,23,198,경기 성남시 분당구 서현로210번길 16 유성트윈프라자 1차 5층 501호,서현동 248-4,영업시간 매일 19:00 ~ 03:00,7047910740.0,https://place.map.kakao.com/505949227
판교 다이닝바,불스바,칵테일바,4.8,9,11,경기 성남시 분당구 서현로210번길 10 다두프라자 3층,서현동 248-2,"영업시간 월,화,수,목,일 19:00 ~ 03:00",,https://place.map.kakao.com/15572199
판교 다이닝바,테일스,칵테일바,4.4,13,7,경기 성남시 분당구 성남대로 381 폴라리스빌딩 1층 105호,정자동 15-3,영업시간 매일 19:00 ~ 02:30,317143551.0,https://place.map.kakao.com/1097302704
판교 다이닝바,펍포유,칵테일바,0.0,0,1,경기 성남시 분당구 황새울로330번길 18,서현동 271-5,영업시간 월~토 19:00 ~ 01:00,,https://place.map.kakao.com/218772352
판교 다이닝바,더펍포유,칵테일바,5.0,3,0,경기 성남시 분당구 분당로53번길 21 산호프라자 3층,서현동 269,영업시간 월~토 19:00 ~ 01:00,317032061.0,https://place.map.kakao.com/1302869699
판교 다이닝바,엠바,칵테일바,0.0,0,0,경기 성남시 분당구 분당로53번길 13,서현동 269-4,,317035070.0,https://place.map.kakao.com/599196024
판교 다이닝바,아소바,칵테일바,0.0,0,0,경기 성남시 분당구 수내로46번길 11,수내동 7-1,,,https://place.map.kakao.com/26827767
판교 다이닝바,에임,칵테일바,0.0,0,0,경기 성남시 분당구 황새울로360번길 22 영건프라자 3층,서현동 247-1,,,https://place.map.kakao.com/912297807
판교 다이닝바,탐스빌,칵테일바,0.0,0,0,경기 성남시 분당구 서현로210번길 16,서현동 248-4,영업시간 매일 18:00 ~ 04:00,317068895.0,https://place.map.kakao.com/12777795
판교 다이닝바,레솔베르 시가바 라운지 분당,칵테일바,,(30),1,경기 성남시 분당구 정자일로 197 정자동2차푸르지오시티 2층 220호,정자동 16-2,월~목 12:00 ~ 01:00,1097765546.0,https://place.map.kakao.com/947435064
판교 다이닝바,벤틀리,칵테일바,0.0,0,0,경기 성남시 분당구 내정로119번길 11,정자동 53-2,,317162080.0,https://place.map.kakao.com/14616985
판교 다이닝바,바밤바,칵테일바,0.0,0,0,경기 성남시 분당구 느티로 16 젤존타워1 3층 308호,정자동 17-1,,,https://place.map.kakao.com/2070239592
판교 다이닝바,녹녹,칵테일바,5.0,6,14,경기 성남시 분당구 느티로87번길 7 1층,정자동 62-8,영업시간 매일 18:00 ~ 02:00,,https://place.map.kakao.com/1393140618
판교 다이닝바,스카이라운지(SKY Lounge),칵테일바,0.0,0,0,경기 성남시 분당구 정자일로 192,정자동 23-1,,317126156.0,https://place.map.kakao.com/21300280
판교 다이닝바,썸바,칵테일바,0.0,0,0,경기 성남시 분당구 성남대로331번길 13,정자동 159-1,,,https://place.map.kakao.com/15102593
판교 다이닝바,S라이브,칵테일바,0.0,0,0,경기 성남시 분당구 성남대로331번길 9-6,정자동 158-2,,317145483.0,https://place.map.kakao.com/18446326
판교 다이닝바,더모멘토,칵테일바,3.2,6,1,경기 성남시 분당구 정자일로 146 엠코헤리츠 101동 1층 126호,정자동 165-1,영업시간 매일 19:00 ~ 03:00,316034481.0,https://place.map.kakao.com/119948905
판교 다이닝바,살롱드위스키,칵테일바,5.0,1,1,경기 성남시 분당구 성남대로331번길 3-13 1층,정자동 156-3,영업시간 월~토 19:00 ~ 02:00,5050910917.0,https://place.map.kakao.com/1860137687
판교 다이닝바,MA BAR,칵테일바,0.0,0,0,경기 성남시 분당구 장미로86번길 6 2층,야탑동 361-13,,,https://place.map.kakao.com/26915007
판교 다이닝바,올드톰,칵테일바,0.0,0,0,경기 성남시 분당구 정자일로 140 202동 125호,정자동 166-1,영업시간 매일 18:00 ~ 02:00,317192789.0,https://place.map.kakao.com/465954432
판교 다이닝바,텍사스로드하우스 현대백화점판교점,"스테이크,립",3.0,52,685,경기 성남시 분당구 판교역로146번길 20 지하1층,백현동 541,월~목 10:30 ~ 20:00,3151701046.0,https://place.map.kakao.com/1837479176
판교 다이닝바,디셈버세컨드,술집,5.0,4,60,경기 성남시 분당구 판교역로192번길 22 판교효성패링턴 타워 2층 202호,삼평동 659,매일 17:00 ~ 02:00,50714309630.0,https://place.map.kakao.com/47262946
판교 다이닝바,몰트바 케이브,술집,4.7,6,83,경기 성남시 분당구 분당내곡로 151 2층 201호,삼평동 656,영업시간 월~토 19:00 ~ 02:00,50255515353.0,https://place.map.kakao.com/85867430
판교 다이닝바,진달래,양식,5.0,2,1,경기 성남시 분당구 산운로 146,운중동 973-3,,,https://place.map.kakao.com/1315615249
판교 다이닝바,알아이피,"호프,요리주점",4.2,5,4,경기 성남시 분당구 서현로210번길 17 광림프라자 지하1층 101호,서현동 247-5,영업시간 월~토 18:00 ~ 04:00,317060701.0,https://place.map.kakao.com/25081682
판교 다이닝바,에이치앤에이치바,술집,3.0,2,112,경기 성남시 분당구 황새울로360번길 24 대명코아 2층 206~207호,서현동 247-2,영업시간 매일 19:00 ~ 02:00,50371510052.0,https://place.map.kakao.com/515221091
판교 다이닝바,멜트인몰트,"호프,요리주점",4.6,10,24,경기 성남시 분당구 황새울로360번길 24 대명코어 2층 205호,서현동 247-2,영업시간 매일 19:00 ~ 03:00,,https://place.map.kakao.com/81065057
판교 다이닝바,모조더라운지,카페,4.3,6,0,경기 성남시 분당구 장미로 42 리더스빌딩 113호,야탑동 342-1,월~수 08:00 ~ 18:00,317040120.0,https://place.map.kakao.com/21536113
판교 다이닝바,소셜197,술집,0.0,0,7,경기 성남시 분당구 정자일로 197 1층 119호,정자동 16-2,영업시간 월~토 19:00 ~ 02:00,50371507174.0,https://place.map.kakao.com/901327653
판교 다이닝바,조이펀,유흥시설,5.0,1,5,경기 성남시 분당구 황새울로360번길 24 대명코아 5층 503~504호,서현동 247-2,영업시간 매일 19:30 ~ 06:05,317097905.0,https://place.map.kakao.com/1914625481
판교 다이닝바,아지트바,"호프,요리주점",0.0,0,2,경기 성남시 분당구 성남대로331번길 13 백궁프라자1 4층 410호,정자동 159-1,영업시간 매일 19:00 ~ 03:00,,https://place.map.kakao.com/793839594
판교 다이닝바,코너21,와인바,,(30),67,경기 성남시 분당구 정자일로 136 정자역엠코헤리츠3단지 301동 112호,정자동 166-2,영업시간 매일 18:00 ~ 02:00,1094297003.0,https://place.map.kakao.com/644655998
판교 다이닝바,살토,"스테이크,립",4.3,7,48,"경기 성남시 분당구 정자일로 136 정자역 엠코헤리츠 3단지 C동 105, 106호",정자동 166-2,매일 11:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 16:30,,https://place.map.kakao.com/1562841580
판교 다이닝바,뮤직온,"호프,요리주점",5.0,3,67,경기 성남시 분당구 야탑로105번길 12-6 2층,야탑동 372-8,영업시간 월~토 19:00 ~ 01:00,50255500421.0,https://place.map.kakao.com/722241282
